Position_z,Position_y,Position_x,Velocity_z,Velocity_y,Velocity_x,Velocity_length,skip
26,28,46,-0.165586,-0.646218,-0.021003,0.667426066,2
28,28,46,-0.181242,-0.568716,-0.028858,0.597594625,3
0,0,48,5.961416,-0.922182,-0.086661,6.032943767,0
2,0,48,6.205657,-1.677034,0.271263,6.433988301,1
4,0,48,6.994501,-3.152716,-0.125637,7.673229247,2
6,0,48,8.269765,-5.036836,-2.887029,10.10414106,3
8,0,48,9.411975,-6.662017,-4.056243,12.2237822,0
10,0,48,8.539586,-7.461278,-1.438408,11.43084494,1
12,0,48,5.103704,-11.618749,2.596338,12.95314996,2
14,0,48,1.409985,-14.061737,10.285575,17.47894614,3
16,0,48,-1.399129,-14.770789,4.453871,15.49098888,0
18,0,48,-5.093944,-8.605828,0.793061,10.0318237,1
20,0,48,-8.538555,-7.120553,-3.215598,11.57364536,2
22,0,48,-9.413621,-5.893279,-3.898881,11.77065295,3
24,0,48,-8.269547,-4.107071,-1.440971,9.345043457,0
26,0,48,-6.992768,-2.320795,0.427587,7.380225225,1
28,0,48,-6.202851,-1.182515,0.068248,6.314931515,2
0,2,48,4.831123,-0.966525,-0.079066,4.927491395,3
2,2,48,4.993491,-1.756833,0.175523,5.296434922,0
4,2,48,5.442582,-3.272862,-0.547932,6.374445386,1
6,2,48,6.312213,-5.250616,-3.673913,8.995034078,2
8,2,48,7.277495,-7.001028,-5.301848,11.40552141,3
10,2,48,7.331593,-8.072233,-4.556055,11.81824178,0
12,2,48,6.035576,-11.475067,-1.511416,13.05334128,1
14,2,48,2.114278,-13.890546,5.71327,15.16769243,2
16,2,48,-2.112511,-14.399251,0.460926,14.56068628,3
18,2,48,-6.033637,-9.049117,-3.192235,11.334975,0
20,2,48,-7.331406,-7.590125,-5.275899,11.79807703,1
22,2,48,-7.276365,-6.160896,-4.77134,10.6615108,2
24,2,48,-6.310515,-4.259568,-2.149389,7.911156185,3
26,2,48,-5.440858,-2.4152,0.301364,5.960448563,0
28,2,48,-4.991646,-1.245157,0.038747,5.144749467,1
0,4,48,3.778202,-1.019082,-0.085745,3.914165387,2
2,4,48,3.882495,-1.765281,0.078287,4.265690248,3
4,4,48,4.055828,-3.120832,-0.640116,5.15742975,0
6,4,48,4.582823,-5.040425,-3.407366,7.616974064,1
8,4,48,5.200285,-6.948327,-5.029238,10.03072515,2
10,4,48,5.497147,-8.603268,-5.138572,11.42977548,3
12,4,48,4.964172,-10.996365,-3.35078,12.52161226,0
14,4,48,2.022024,-12.574971,2.070248,12.90365853,1
16,4,48,-2.011563,-12.7686,-1.655416,13.03165123,2
18,4,48,-4.957321,-9.54214,-4.495062,11.65474365,3
20,4,48,-5.492523,-7.790362,-5.295547,10.90414449,0
22,4,48,-5.196624,-6.000066,-4.43393,9.092053027,1
24,4,48,-4.57989,-4.051146,-2.062254,6.452911582,2
26,4,48,-4.053819,-2.334646,0.159918,4.680768548,3
28,4,48,-3.881115,-1.297007,-0.00483,4.092102654,0
0,6,48,2.945524,-1.034243,-0.09781,3.123353488,1
2,6,48,3.009753,-1.650501,-0.009182,3.432615764,2
4,6,48,3.044577,-2.665077,0.048091,4.04652904,3
6,6,48,3.221196,-4.412708,-1.991813,5.815102285,0
8,6,48,3.505072,-6.229424,-3.724106,8.059790233,1
10,6,48,3.608335,-7.938463,-4.091966,9.632417247,2
12,6,48,3.287336,-9.737979,-3.18332,10.75956966,3
14,6,48,1.485805,-10.62671,-0.176917,10.73153677,0
16,6,48,-1.474929,-10.668567,-2.113175,10.97539275,1
18,6,48,-3.278291,-8.783322,-3.832292,10.12819822,2
20,6,48,-3.601472,-7.08184,-4.057951,8.921324155,3
22,6,48,-3.499853,-5.322376,-3.070858,7.071550478,0
24,6,48,-3.217371,-3.480904,-0.798964,4.80692337,1
26,6,48,-3.042189,-2.072645,0.03574,3.681310712,2
28,6,48,-3.008514,-1.277084,-0.048996,3.268715442,3
0,8,48,2.328564,-1.026099,-0.11058,2.547021279,0
2,8,48,2.366661,-1.500861,-0.068139,2.803267906,1
4,8,48,2.381001,-2.116661,-0.024847,3.185912259,2
6,8,48,2.286656,-3.390745,-0.322625,4.102442469,3
8,8,48,2.362995,-5.012137,-1.583775,5.763124667,0
10,8,48,2.310138,-6.554451,-2.170491,7.280700287,1
12,8,48,2.010377,-7.883213,-1.761054,8.323939817,2
14,8,48,1.000548,-8.435663,-0.710604,8.524462716,3
16,8,48,-0.992064,-8.367196,-1.300121,8.525519016,0
18,8,48,-2.001882,-7.23886,-2.086729,7.795066617,1
20,8,48,-2.302963,-5.787977,-1.988063,6.538861585,2
22,8,48,-2.357291,-4.19876,-0.992772,4.916503091,3
24,8,48,-2.282508,-2.639044,-0.006219,3.489188255,0
26,8,48,-2.378385,-1.803241,-0.05094,2.985127836,1
28,8,48,-2.365469,-1.221177,-0.084841,2.663440416,2
0,10,48,1.87305,-1.001023,-0.129623,2.127713672,3
2,10,48,1.895885,-1.370022,-0.106081,2.341493838,0
4,10,48,1.907233,-1.813863,-0.082328,2.633327666,1
6,10,48,1.853475,-2.317483,-0.032321,2.96768288,2
8,10,48,1.755599,-3.396084,-0.030536,3.823146195,3
10,10,48,1.624599,-4.656943,-0.26727,4.939420337,0
12,10,48,1.317236,-5.615014,-0.213031,5.771384159,1
14,10,48,0.616952,-6.056415,-0.01786,6.087783784,2
16,10,48,-0.609642,-5.925404,-0.091977,5.957393365,3
18,10,48,-1.309769,-5.165443,-0.284108,5.336479511,0
20,10,48,-1.61803,-4.032875,-0.13219,4.347364264,1
22,10,48,-1.750273,-2.794205,-0.005929,3.297130921,2
24,10,48,-1.849565,-2.026811,-0.060858,2.744550458,3
26,10,48,-1.904766,-1.593578,-0.097757,2.485393488,0
28,10,48,-1.894821,-1.15703,-0.112888,2.223017936,1
0,12,48,1.511009,-0.953642,-0.142962,1.79248972,2
2,12,48,1.523851,-1.256012,-0.133861,1.979294516,3
4,12,48,1.529869,-1.615052,-0.118514,2.227765178,0
6,12,48,1.499756,-1.969101,-0.072422,2.476261649,1
8,12,48,1.425306,-2.349419,0.00076,2.747956952,2
10,12,48,1.258915,-2.970834,0.101312,3.228155163,3
12,12,48,0.935729,-3.587771,0.210269,3.713745086,0
14,12,48,0.378857,-3.932543,0.282008,3.960802392,1
16,12,48,-0.372833,-3.807394,0.251627,3.833871368,2
18,12,48,-0.929689,-3.281424,0.157788,3.414229365,3
20,12,48,-1.253525,-2.624742,0.049834,2.909137144,0
22,12,48,-1.420901,-2.14973,-0.035589,2.577123455,1
24,12,48,-1.496511,-1.793828,-0.094609,2.338015169,2
26,12,48,-1.52788,-1.435635,-0.119752,2.099953735,3
28,12,48,-1.523039,-1.085047,-0.129425,1.87449343,0
0,14,48,1.212508,-0.898922,-0.148843,1.516703877,1
2,14,48,1.223212,-1.146795,-0.149366,1.683358717,2
4,14,48,1.22165,-1.44228,-0.14096,1.895381239,3
6,14,48,1.180391,-1.751436,-0.109482,2.114908339,0
8,14,48,1.091781,-2.069825,-0.055859,2.340786515,1
10,14,48,0.930016,-2.395816,0.01194,2.570020745,2
12,14,48,0.65326,-2.693217,0.077969,2.772407907,3
14,14,48,0.242802,-2.865802,0.114644,2.878353203,0
16,14,48,-0.238352,-2.800422,0.100656,2.812348962,1
18,14,48,-0.649008,-2.551772,0.047035,2.633431984,2
20,14,48,-0.926252,-2.235208,-0.018555,2.419595392,3
22,14,48,-1.088746,-1.912927,-0.074357,2.202313902,0
24,14,48,-1.178174,-1.602567,-0.113078,1.992260424,1
26,14,48,-1.220327,-1.303377,-0.131126,1.790302661,2
28,14,48,-1.222732,-1.013161,-0.136393,1.593791645,3
0,16,48,0.967361,-0.8408,-0.151114,1.290568629,0
2,16,48,0.979137,-1.04505,-0.152786,1.440202183,1
4,16,48,0.965093,-1.286374,-0.148417,1.614989217,2
6,16,48,0.918141,-1.537365,-0.130448,1.795408232,3
8,16,48,0.827267,-1.791681,-0.097471,1.975852244,0
10,16,48,0.678353,-2.033702,-0.056013,2.144584825,1
12,16,48,0.455879,-2.230218,-0.017836,2.276404207,2
14,16,48,0.163264,-2.330908,0.002038,2.336619651,3
16,16,48,-0.160606,-2.29463,-0.004768,2.300248651,0
18,16,48,-0.453435,-2.141144,-0.032616,2.188872936,1
20,16,48,-0.67628,-1.921142,-0.067951,2.037831828,2
22,16,48,-0.825615,-1.67609,-0.099463,1.871045351,3
24,16,48,-0.916991,-1.426627,-0.122628,1.70034547,0
26,16,48,-0.96448,-1.181549,-0.136339,1.531296194,1
28,16,48,-0.978984,-0.94236,-0.141198,1.366158452,2
0,18,48,0.767326,-0.779146,-0.145552,1.103196748,3
2,18,48,0.77292,-0.951688,-0.146721,1.234764118,0
4,18,48,0.754699,-1.146103,-0.144337,1.379839062,1
6,18,48,0.708096,-1.343496,-0.135262,1.524689233,2
8,18,48,0.625394,-1.538611,-0.11838,1.665069154,3
10,18,48,0.498442,-1.715467,-0.095968,1.788988908,0
12,18,48,0.325072,-1.850171,-0.075231,1.880017084,1
14,18,48,0.113749,-1.915238,-0.064294,1.919689858,2
16,18,48,-0.112774,-1.892957,-0.066888,1.897492604,3
18,18,48,-0.324238,-1.792852,-0.080255,1.823702125,0
20,18,48,-0.497816,-1.640071,-0.098014,1.71675869,1
22,18,48,-0.624981,-1.458593,-0.114693,1.59099003,2
24,18,48,-0.707889,-1.263514,-0.127793,1.453927617,3
26,18,48,-0.754667,-1.063784,-0.136208,1.311377634,0
28,18,48,-0.773013,-0.867002,-0.138196,1.169760531,1
0,20,48,0.604436,-0.720731,-0.130755,0.949680432,2
2,20,48,0.605263,-0.865079,-0.130438,1.063822846,3
4,20,48,0.583854,-1.022313,-0.132792,1.184754438,0
6,20,48,0.540362,-1.177041,-0.128524,1.301512591,1
8,20,48,0.469267,-1.323284,-0.118339,1.409005387,2
10,20,48,0.366815,-1.451267,-0.106451,1.500686831,3
12,20,48,0.234759,-1.545418,-0.096713,1.566136005,0
14,20,48,0.080905,-1.589742,-0.091585,1.594431892,1
16,20,48,-0.081148,-1.575585,-0.092338,1.580373183,2
18,20,48,-0.235079,-1.507704,-0.098651,1.529106114,3
20,20,48,-0.367227,-1.399251,-0.107913,1.450656488,0
22,20,48,-0.469723,-1.264247,-0.11674,1.353731288,1
24,20,48,-0.540802,-1.112824,-0.122984,1.243370067,2
26,20,48,-0.584226,-0.953453,-0.12758,1.125464037,3
28,20,48,-0.605527,-0.795132,-0.131421,1.008052243,0
0,22,48,0.473183,-0.668678,-0.115692,0.827295025,1
2,22,48,0.4655,-0.789594,-0.112949,0.923529324,2
4,22,48,0.446753,-0.91294,-0.110903,1.022422203,3
6,22,48,0.409146,-1.034124,-0.107661,1.117319913,0
8,22,48,0.349815,-1.147184,-0.102668,1.203720226,1
10,22,48,0.269776,-1.24204,-0.097116,1.274705444,2
12,22,48,0.171073,-1.308511,-0.092797,1.322905247,3
14,22,48,0.058519,-1.339057,-0.090566,1.343391351,0
16,22,48,-0.059405,-1.329575,-0.091359,1.334033396,1
18,22,48,-0.171994,-1.281468,-0.095719,1.296496933,2
20,22,48,-0.270724,-1.20136,-0.101637,1.235672859,3
22,22,48,-0.350727,-1.09837,-0.107123,1.15797298,0
24,22,48,-0.409951,-0.981241,-0.111594,1.069274026,1
26,22,48,-0.447379,-0.854978,-0.114365,0.971707108,2
28,22,48,-0.465888,-0.724675,-0.114659,0.869109988,3
0,24,48,0.361947,-0.614617,-0.097259,0.719874295,0
2,24,48,0.356926,-0.716854,-0.094627,0.806368462,1
4,24,48,0.336469,-0.820617,-0.090501,0.89152346,2
6,24,48,0.302903,-0.918546,-0.085151,0.970941643,3
8,24,48,0.255618,-1.006359,-0.079978,1.041391127,0
10,24,48,0.194818,-1.077921,-0.075963,1.098015534,1
12,24,48,0.122598,-1.126866,-0.073859,1.135919189,2
14,24,48,0.041716,-1.148929,-0.073496,1.15203287,3
16,24,48,-0.042779,-1.14123,-0.07507,1.14449616,0
18,24,48,-0.123679,-1.103933,-0.078749,1.113627392,1
20,24,48,-0.195906,-1.041907,-0.083278,1.063430573,2
22,24,48,-0.256658,-0.961344,-0.087304,0.998838127,3
24,24,48,-0.303829,-0.867677,-0.090435,0.923771577,0
26,24,48,-0.337184,-0.766528,-0.092755,0.842532916,1
28,24,48,-0.357341,-0.663034,-0.095089,0.75917626,2
0,26,48,0.270547,-0.560895,-0.075152,0.627253301,3
2,26,48,0.265898,-0.64613,-0.070728,0.702273574,0
4,26,48,0.248487,-0.733811,-0.065852,0.777535117,1
6,26,48,0.220611,-0.817033,-0.060182,0.848430321,2
8,26,48,0.183075,-0.89031,-0.054691,0.910581933,3
10,26,48,0.137522,-0.948523,-0.050368,0.959763053,0
12,26,48,0.08544,-0.987331,-0.047608,0.992163806,1
14,26,48,0.028762,-1.003976,-0.047098,1.005491563,2
16,26,48,-0.029644,-0.996824,-0.048644,0.998450346,3
18,26,48,-0.086329,-0.966333,-0.05121,0.971532103,0
20,26,48,-0.138409,-0.915955,-0.054699,0.927966914,1
22,26,48,-0.183922,-0.850347,-0.058815,0.871995715,2
24,26,48,-0.221363,-0.773841,-0.063083,0.807348088,3
26,26,48,-0.249067,-0.690217,-0.06771,0.736897905,0
28,26,48,-0.266225,-0.602878,-0.072554,0.663024673,1
0,28,48,0.192982,-0.5082,-0.050753,0.545971757,2
2,28,48,0.187497,-0.581825,-0.044377,0.612898665,3
4,28,48,0.171837,-0.656932,-0.038146,0.680104936,0
6,28,48,0.150112,-0.72863,-0.032364,0.744635963,1
8,28,48,0.122821,-0.792343,-0.027431,0.80227482,2
10,28,48,0.090998,-0.843414,-0.023768,0.848641697,3
12,28,48,0.055692,-0.878004,-0.021449,0.880029933,0
14,28,48,0.018525,-0.892799,-0.020581,0.893228307,1
16,28,48,-0.01891,-0.886543,-0.021153,0.886996916,2
18,28,48,-0.056082,-0.860683,-0.023008,0.862815035,3
20,28,48,-0.091387,-0.817338,-0.026253,0.822850053,0
22,28,48,-0.123194,-0.76013,-0.030683,0.770659344,1
24,28,48,-0.150447,-0.6932,-0.036001,0.710251091,2
26,28,48,-0.172094,-0.620027,-0.041875,0.644828149,3
28,28,48,-0.187633,-0.544338,-0.047916,0.577759417,0
0,0,50,5.897099,-0.854008,-0.344705,5.968578375,1
2,0,50,6.271437,-1.677393,-0.167402,6.494042866,2
4,0,50,7.52906,-3.191285,-0.918604,8.228905015,3
6,0,50,9.465029,-4.292471,-3.75681,11.05104984,0
8,0,50,10.78073,-5.249108,-3.25483,12.42462042,1
10,0,50,8.112497,-6.572353,1.848207,10.60303262,2
12,0,50,3.152335,-12.345048,6.367728,14.24378412,3
14,0,50,0.406452,-14.913394,13.477237,20.10498548,0
16,0,50,-0.389675,-14.47305,8.107592,16.59379616,1
18,0,50,-3.134472,-8.249409,4.921124,10.10421323,2
20,0,50,-8.098519,-6.05334,-1.226265,10.18492322,3
22,0,50,-10.774691,-4.499253,-4.118664,12.38146344,0
24,0,50,-9.460688,-3.955857,-2.437115,10.54006412,1
26,0,50,-7.525663,-2.359893,-0.143149,7.888294505,2
28,0,50,-6.267987,-1.148115,-0.254622,6.377355365,3
0,2,50,4.771307,-0.911971,-0.285452,4.866060464,0
2,2,50,5.029128,-1.789611,-0.199284,5.341774058,1
4,2,50,5.801969,-3.377791,-1.561046,6.892690399,2
6,2,50,7.332738,-4.917056,-4.99049,10.14157171,3
8,2,50,8.970427,-6.194233,-5.942101,12.41554056,0
10,2,50,8.464649,-7.25905,-3.672793,11.74025119,1
12,2,50,5.773508,-11.862021,0.773279,13.21510111,2
14,2,50,1.497756,-15.191113,8.505894,17.47465078,3
16,2,50,-1.501783,-14.896095,3.161552,15.30177798,0
18,2,50,-5.772042,-8.454412,-1.494506,10.34539024,1
20,2,50,-8.462324,-6.862812,-5.211816,12.07775401,2
22,2,50,-8.967354,-5.444827,-5.883552,12.02812383,3
24,2,50,-7.328925,-4.243585,-3.432583,9.138040346,0
26,2,50,-5.799013,-2.496442,-0.295529,6.320451869,1
28,2,50,-5.026631,-1.230722,-0.231329,5.180271128,2
0,4,50,3.710301,-0.990408,-0.252718,3.848520223,3
2,4,50,3.877618,-1.806404,-0.216479,4.283209068,0
4,4,50,4.332209,-3.264063,-1.508646,5.630111441,1
6,4,50,5.395116,-5.204313,-4.683511,8.838971984,2
8,4,50,6.561061,-7.119638,-6.258317,11.52836928,3
10,4,50,7.04231,-8.693154,-5.966605,12.67933089,0
12,4,50,6.127258,-11.411535,-2.919981,13.27752653,1
14,4,50,2.214872,-14.695834,3.662518,15.30644417,2
16,4,50,-2.215842,-13.843216,-0.575555,14.03124544,3
18,4,50,-6.124237,-9.615217,-4.769309,12.35738585,0
20,4,50,-7.037682,-7.934313,-6.401052,12.38772608,1
22,4,50,-6.556562,-6.158095,-5.713173,10.65603045,2
24,4,50,-5.391134,-4.208936,-3.232205,7.56482764,3
26,4,50,-4.329451,-2.422085,-0.233579,4.966407238,0
28,4,50,-3.875725,-1.301929,-0.224194,4.094694903,1
0,6,50,2.881258,-1.024916,-0.240176,3.067537283,2
2,6,50,2.990818,-1.690091,-0.241656,3.443805674,3
4,6,50,3.181445,-2.886208,-0.548158,4.330388678,0
6,6,50,3.800446,-4.759079,-3.360891,6.956134777,1
8,6,50,4.4587,-6.668925,-5.195072,9.557370948,2
10,6,50,4.877261,-8.473814,-5.513042,11.22438554,3
12,6,50,4.601315,-10.430964,-4.145379,12.13100477,0
14,6,50,2.000366,-12.681031,0.102263,12.83824245,1
16,6,50,-1.995859,-11.753111,-2.550025,12.19104995,2
18,6,50,-4.594618,-9.333121,-5.095276,11.58358751,3
20,6,50,-4.870684,-7.579351,-5.509768,10.56066606,0
22,6,50,-4.453161,-5.703595,-4.530163,8.537213575,1
24,6,50,-3.796137,-3.786297,-1.870757,5.678594267,2
26,6,50,-3.178697,-2.1545,-0.247543,3.848020583,3
28,6,50,-2.989262,-1.293911,-0.227767,3.265236712,0
0,8,50,2.255379,-1.023779,-0.235548,2.488039536,1
2,8,50,2.332209,-1.530559,-0.257972,2.801492321,2
4,8,50,2.436723,-2.235628,-0.262329,3.317298304,3
6,8,50,2.588705,-3.804689,-1.358019,4.798048308,0
8,8,50,2.954601,-5.513195,-3.219824,7.035073046,1
10,8,50,3.091475,-7.149451,-3.931217,8.725040652,2
12,8,50,2.862062,-8.716017,-3.458657,9.804216413,3
14,8,50,1.459214,-10.054667,-1.483883,10.26779152,0
16,8,50,-1.452671,-9.444897,-2.717511,9.934847679,1
18,8,50,-2.854609,-7.930515,-3.845558,9.26445773,2
20,8,50,-3.084506,-6.330913,-3.688304,7.949731006,3
22,8,50,-2.948676,-4.665269,-2.502063,6.059681861,0
24,8,50,-2.584236,-2.942168,-0.449682,3.941680117,1
26,8,50,-2.433849,-1.844996,-0.267275,3.065789804,2
28,8,50,-2.330819,-1.240933,-0.238583,2.651330566,3
0,10,50,1.807345,-1.002813,-0.23628,2.08037451,0
2,10,50,1.853441,-1.385642,-0.264409,2.32919716,1
4,10,50,1.919079,-1.847505,-0.27535,2.678050887,2
6,10,50,1.886058,-2.580268,-0.236363,3.204819059,3
8,10,50,1.987459,-3.994935,-0.828046,4.538188968,0
10,10,50,1.963788,-5.430017,-1.659649,6.007993237,1
12,10,50,1.674364,-6.633586,-1.685238,7.046132637,2
14,10,50,0.87521,-7.375226,-1.134421,7.513112677,3
16,10,50,-0.868516,-7.076439,-1.467846,7.279071427,0
18,10,50,-1.66719,-6.060925,-1.749849,6.525052174,1
20,10,50,-1.957197,-4.731613,-1.266388,5.274705702,2
22,10,50,-1.981902,-3.257149,-0.39294,3.832930601,3
24,10,50,-1.881843,-2.086466,-0.26104,2.821846085,0
26,10,50,-1.916373,-1.614648,-0.275609,2.521018437,1
28,10,50,-1.852239,-1.169701,-0.243048,2.204101194,2
0,12,50,1.463135,-0.961612,-0.241226,1.767385541,3
2,12,50,1.491975,-1.263173,-0.26539,1.972822161,0
4,12,50,1.533384,-1.624877,-0.277915,2.251383686,1
6,12,50,1.546408,-1.995966,-0.248699,2.537145871,2
8,12,50,1.507558,-2.581577,-0.178016,2.994822303,3
10,12,50,1.363198,-3.562222,-0.112339,3.815803246,0
12,12,50,1.063354,-4.433908,-0.132121,4.561547746,1
14,12,50,0.474761,-4.898396,-0.076972,4.921951449,2
16,12,50,-0.468705,-4.738147,-0.130261,4.763054618,3
18,12,50,-1.057277,-4.027521,-0.091,4.164977918,0
20,12,50,-1.357553,-3.047464,-0.12753,3.338600138,1
22,12,50,-1.502872,-2.209546,-0.215547,2.680891323,2
24,12,50,-1.54287,-1.806448,-0.267456,2.390655752,3
26,12,50,-1.531207,-1.441877,-0.273403,2.120932191,0
28,12,50,-1.491078,-1.096014,-0.246725,1.866931578,1
0,14,50,1.177998,-0.898197,-0.237878,1.500340988,2
2,14,50,1.197798,-1.149718,-0.264072,1.681161964,3
4,14,50,1.215958,-1.450612,-0.280201,1.913463256,0
6,14,50,1.210294,-1.769997,-0.261192,2.160074584,1
8,14,50,1.160247,-2.111365,-0.21261,2.418519852,2
10,14,50,1.02247,-2.480609,-0.14212,2.686831592,3
12,14,50,0.747854,-2.871808,-0.066692,2.968335328,0
14,14,50,0.286701,-3.126719,-0.020815,3.139904845,1
16,14,50,-0.28202,-3.035919,-0.037702,3.049222999,2
18,14,50,-0.743325,-2.668951,-0.102277,2.772416289,3
20,14,50,-1.018377,-2.295467,-0.175479,2.517350461,0
22,14,50,-1.156875,-1.939664,-0.235828,2.270742399,1
24,14,50,-1.207885,-1.6086,-0.265676,2.029079562,2
26,14,50,-1.214541,-1.301478,-0.260251,1.799079044,3
28,14,50,-1.197292,-1.014432,-0.240333,1.587557988,0
0,16,50,0.942338,-0.835012,-0.228932,1.279709267,1
2,16,50,0.957612,-1.039653,-0.254398,1.43618155,2
4,16,50,0.960398,-1.28146,-0.268479,1.623756454,3
6,16,50,0.933712,-1.546741,-0.263926,1.825892317,0
8,16,50,0.867243,-1.822905,-0.236458,2.032487502,1
10,16,50,0.73286,-2.094136,-0.193729,2.227110301,2
12,16,50,0.506347,-2.325808,-0.151247,2.385088215,3
14,16,50,0.184652,-2.451436,-0.128348,2.461728667,0
16,16,50,-0.181764,-2.406308,-0.13664,2.417028513,1
18,16,50,-0.503666,-2.219311,-0.169055,2.282016728,2
20,16,50,-0.73058,-1.964823,-0.208631,2.106609468,3
22,16,50,-0.865469,-1.689525,-0.239891,1.913394629,0
24,16,50,-0.932487,-1.421741,-0.252185,1.718859142,1
26,16,50,-0.959763,-1.173324,-0.24463,1.535473237,2
28,16,50,-0.957488,-0.937274,-0.227636,1.359074674,3
0,18,50,0.749333,-0.769488,-0.215243,1.095418311,0
2,18,50,0.76057,-0.93681,-0.232616,1.228897841,1
4,18,50,0.750262,-1.132348,-0.246973,1.380616067,2
6,18,50,0.714975,-1.338965,-0.249988,1.538346685,3
8,18,50,0.644229,-1.550434,-0.238731,1.695838755,0
10,18,50,0.526756,-1.749049,-0.216955,1.839487363,1
12,18,50,0.350942,-1.905989,-0.194811,1.947795082,2
14,18,50,0.124309,-1.983799,-0.183149,1.996109906,3
16,18,50,-0.123222,-1.956753,-0.186643,1.96949272,0
18,18,50,-0.350023,-1.83762,-0.201463,1.881475672,1
20,18,50,-0.526073,-1.660734,-0.218887,1.755762438,2
22,18,50,-0.643789,-1.457981,-0.230025,1.610305677,3
24,18,50,-0.714787,-1.251246,-0.23261,1.45967271,0
26,18,50,-0.750282,-1.0513,-0.22735,1.311427769,1
28,18,50,-0.760729,-0.858911,-0.215233,1.16737396,2
0,20,50,0.591257,-0.703991,-0.193867,0.939559781,3
2,20,50,0.59446,-0.845767,-0.206561,1.054216276,0
4,20,50,0.578471,-1.001488,-0.217661,1.176853102,1
6,20,50,0.542473,-1.159782,-0.222612,1.299587375,2
8,20,50,0.477852,-1.316383,-0.21989,1.417588921,3
10,20,50,0.379839,-1.458785,-0.211849,1.522238924,0
12,20,50,0.246677,-1.566157,-0.202711,1.598370746,1
14,20,50,0.085673,-1.617098,-0.197863,1.631409075,2
16,20,50,-0.085957,-1.600138,-0.199571,1.614824699,3
18,20,50,-0.247048,-1.521626,-0.205553,1.555194661,0
20,20,50,-0.380319,-1.399206,-0.211445,1.465308486,1
22,20,50,-0.478386,-1.253015,-0.213731,1.358153414,2
24,20,50,-0.542997,-1.096165,-0.211477,1.241429004,3
26,20,50,-0.578923,-0.935139,-0.205179,1.11880973,0
28,20,50,-0.594787,-0.777662,-0.19563,0.998399148,1
0,22,50,0.46341,-0.643976,-0.165463,0.810451677,2
2,22,50,0.459344,-0.762069,-0.172371,0.90634311,3
4,22,50,0.442682,-0.885824,-0.182215,1.006903083,0
6,22,50,0.407738,-1.009075,-0.187901,1.104440772,1
8,22,50,0.35236,-1.126558,-0.189164,1.195438629,2
10,22,50,0.273968,-1.227789,-0.187232,1.27184123,3
12,22,50,0.174469,-1.300951,-0.184798,1.32554262,0
14,22,50,0.05969,-1.334496,-0.183447,1.348367632,1
16,22,50,-0.060701,-1.322648,-0.183852,1.336743768,2
18,22,50,-0.175519,-1.269044,-0.185775,1.294523829,3
20,22,50,-0.275044,-1.183215,-0.187262,1.229111059,0
22,22,50,-0.353387,-1.075912,-0.186658,1.147741353,1
24,22,50,-0.408635,-0.955806,-0.183189,1.055512142,2
26,22,50,-0.443375,-0.829837,-0.178013,0.957548675,3
28,22,50,-0.459782,-0.702696,-0.170795,0.856943457,0
0,24,50,0.357928,-0.589244,-0.136929,0.702901484,1
2,24,50,0.351112,-0.687856,-0.139746,0.784827661,2
4,24,50,0.332885,-0.786725,-0.14223,0.866012715,3
6,24,50,0.302476,-0.882903,-0.144408,0.944385042,0
8,24,50,0.257295,-0.97156,-0.145654,1.015551396,1
10,24,50,0.19757,-1.046111,-0.146315,1.074611655,2
12,24,50,0.124887,-1.098054,-0.147174,1.114889921,3
14,24,50,0.042538,-1.12142,-0.147757,1.131911847,0
16,24,50,-0.043709,-1.113283,-0.148566,1.124002389,1
18,24,50,-0.126076,-1.074664,-0.150389,1.092435226,2
20,24,50,-0.198763,-1.011027,-0.151557,1.041466202,3
22,24,50,-0.258434,-0.929268,-0.15082,0.976254998,0
24,24,50,-0.303486,-0.836198,-0.148179,0.901824741,1
26,24,50,-0.333668,-0.736331,-0.14364,0.821066456,2
28,24,50,-0.351579,-0.634882,-0.138384,0.73880517,3
0,26,50,0.269736,-0.532999,-0.105459,0.606602872,0
2,26,50,0.264528,-0.61569,-0.105082,0.678300424,1
4,26,50,0.246906,-0.700015,-0.104042,0.749538732,2
6,26,50,0.219442,-0.779702,-0.101958,0.816385591,3
8,26,50,0.182747,-0.850774,-0.100086,0.875916704,0
10,26,50,0.137816,-0.908077,-0.099421,0.923840691,1
12,26,50,0.08623,-0.946641,-0.09972,0.955776582,2
14,26,50,0.029219,-0.963597,-0.100547,0.96926912,3
16,26,50,-0.030171,-0.956672,-0.101877,0.962554169,0
18,26,50,-0.087195,-0.925788,-0.103654,0.935644452,1
20,26,50,-0.138785,-0.875274,-0.1053,0.892442682,2
22,26,50,-0.183682,-0.810462,-0.10579,0.83772266,3
24,26,50,-0.220283,-0.735803,-0.105376,0.775264314,0
26,26,50,-0.247561,-0.655578,-0.105028,0.708590039,1
28,26,50,-0.264907,-0.572804,-0.105109,0.639787498,2
0,28,50,0.196102,-0.476163,-0.072489,0.520040241,3
2,28,50,0.19044,-0.546234,-0.068335,0.582502059,0
4,28,50,0.174653,-0.618215,-0.064477,0.645639791,1
6,28,50,0.152369,-0.687521,-0.061125,0.706850552,2
8,28,50,0.124291,-0.749277,-0.058467,0.761762867,3
10,28,50,0.092015,-0.798573,-0.056783,0.805859731,0
12,28,50,0.056582,-0.831662,-0.055969,0.83546139,1
