SchoolDist,HealthArea,Address,BldgClass,BldgArea,NumFloors,YearBuilt,XCoord,YCoord,ForAlign
2,6800,517 BROOME STREET,Z9,96,1,1900,983186,202907,0
2,6800,23 THOMPSON STREET,C7,15186,6,1900,983011,202711,0
2,6800,30 GRAND STREET,C7,26952,6,1900,982984,202668,0
2,6800,24 THOMPSON STREET,A4,4560,5,2001,983101,202624,0
2,6800,26 THOMPSON STREET,C4,18020,6,1920,983136,202636,0
2,6800,30 THOMPSON STREET,E9,2755,1,1920,983155,202664,0
2,6800,32 THOMPSON STREET,C7,8992,4,1920,983171,202689,0
2,6800,40 THOMPSON STREET,O6,30906,7,1928,983239,202776,0
2,6800,1 WATTS STREET,S4,5029,5,1927,983336,202765,0
2,6800,362 WEST BROADWAY,D0,16914,6,1900,983304,202740,0
2,6800,356 WEST BROADWAY,G1,39000,2,1918,983228,202715,0
2,6800,50 GRAND STREET,C7,8400,5,1900,983193,202534,0
2,6800,48 GRAND STREET,C6,5000,5,1920,983171,202548,0
2,6800,46 GRAND STREET,C7,5000,5,1920,983155,202558,0
2,6800,44 GRAND STREET,C7,10150,5,1900,983131,202576,0
2,6800,38 GRAND STREET,C7,8045,5,1900,983096,202590,0
2,6800,36 GRAND STREET,A4,2412,3,1900,983071,202604,0
2,6800,527 BROOME STREET,RM,21175,6,1950,983108,202951,0
2,6800,350 WEST BROADWAY,RM,36304,10,2008,983226,202621,0
2,6800,80 VARICK STREET,D5,125235,10,1920,982622,202834,0
2,6800,57 WATTS STREET,O4,402110,23,1990,982743,202823,0
2,6800,462 BROOME STREET,C8,14980,5,1900,983997,202532,0
2,6800,464 BROOME STREET,C8,12625,5,1900,983975,202546,0
2,6800,468 BROOME STREET,O5,23823,5,1900,983943,202568,0
2,6800,64 WOOSTER STREET,O6,54300,8,1900,983812,202781,0
2,6800,70 WOOSTER STREET,D2,14600,4,1900,983845,202834,0
2,6800,74 WOOSTER STREET,L9,11795,5,1900,983868,202870,0
2,6800,76 WOOSTER STREET,K4,10000,3,1900,983881,202891,0
2,6800,80 WOOSTER STREET,D0,33250,7,1900,983904,202922,0
2,6800,84 WOOSTER STREET,O6,65972,7,1920,983953,202965,0
2,6800,71 GREENE STREET,O9,16477,5,1900,983979,202851,0
2,6800,69 GREENE STREET,D9,16473,5,1900,983958,202819,0
2,6800,67 GREENE STREET,S4,10821,5,1900,983941,202793,0
2,6800,65 GREENE STREET,S9,10500,5,1900,983929,202771,0
2,6800,476 BROOME STREET,D7,43706,6,1920,983782,202685,0
2,6800,480 BROOME STREET,D0,12525,6,1900,983743,202695,0
2,6800,482 BROOME STREET,D7,16250,6,1920,983720,202710,0
2,6800,472 BROOME STREET,RM,18545,5,1950,983818,202647,0
2,6800,470 BROOME STREET,RM,25923,5,1900,983862,202619,0
2,6800,57 GREENE STREET,RC,52350,6,1900,983896,202719,0
2,6800,484 BROOME STREET,D0,43500,6,1918,983624,202758,0
2,6800,492 BROOME STREET,D2,16800,6,1900,983564,202797,0
2,6800,496 BROOME STREET,F9,3832,2,1920,983539,202814,0
2,6800,498 BROOME STREET,L8,8036,5,1900,983521,202825,0
2,6800,500 BROOME STREET,K4,7500,5,1900,983503,202837,0
2,6800,375 WEST BROADWAY,O5,55710,5,1900,983616,202843,0
2,6800,379 WEST BROADWAY,O5,55120,5,1853,983646,202890,0
2,6800,383 WEST BROADWAY,D0,63888,6,1900,983676,202936,3
2,6800,73 WOOSTER STREET,RM,37443,5,1929,983705,202982,0
2,6800,378 WEST BROADWAY,L8,16250,5,1900,983453,202973,0
2,6800,374 WEST BROADWAY,K4,16228,3,1947,983423,202907,0
2,6800,508 BROOME STREET,D5,21598,7,1900,983384,202913,0
2,6800,512 BROOME STREET,K1,1011,1,1900,983349,202919,0
2,6800,514 BROOME STREET,B1,2052,3,1930,983331,202931,0
2,6800,52 THOMPSON STREET,RM,32440,7,1900,983342,202988,0
