SchoolDist,HealthArea,Address,BldgClass,BldgArea,NumFloors,YearBuilt,XCoord,YCoord
2,6800,349 CANAL STREET,G1,38308,4,1928,983307,201989
2,6800,351 CANAL STREET,D7,22500,5,1900,983247,201943
2,6800,12 WOOSTER STREET,C6,13900,5,1915,983338,202042
2,6800,14 WOOSTER STREET,D0,27359,7,1960,983357,202075
2,6800,18 WOOSTER STREET,K1,5200,1.5,1963,983382,202114
2,6800,71 GRAND STREET,D4,42240,5,1920,983410,202189
2,6800,75 GRAND STREET,D4,76492,6,1915,983513,202179
2,6800,31 GREENE STREET,C6,12000,5,1900,983503,202111
2,6800,29 GREENE STREET,K2,9819,6,1920,983491,202092
2,6800,27 GREENE STREET,S4,7246,4,1910,983480,202075
2,6800,23 GREENE STREET,S5,17800,5,1920,983464,202050
2,6800,15 GREENE STREET,D4,20755,6,1915,983418,201978
2,6800,19 GREENE STREET,RM,21320,5,1888,983441,202014
2,6800,1 MERCER STREET,S2,3224,4,1915,983545,201635
2,6800,315 CANAL STREET,S2,3224,4,1915,983529,201651
2,6800,317 CANAL STREET,S9,5080,4,1915,983522,201675
2,6800,319 CANAL STREET,K4,5325,4,1915,983518,201700
2,6800,321 CANAL STREET,K4,4476,3,1915,983503,201713
2,6800,323 CANAL STREET,K4,5986,3.5,1915,983486,201728
2,6800,325 CANAL STREET,S9,5456,4,1915,983465,201739
2,6800,327 CANAL STREET,S2,3468,3.5,1915,983451,201755
2,6800,329 CANAL STREET,D5,33374,6,1915,983422,201770
2,6800,10 GREENE STREET,L9,12600,5,1930,983505,201843
2,6800,12 GREENE STREET,D4,11840,5,1920,983520,201867
2,6800,16 GREENE STREET,D4,23628,6,1920,983540,201897
2,6800,28 GREENE STREET,L9,25750,6,1915,983606,202000
2,6800,89 GRAND STREET,S4,6900,5,1915,983633,202117
2,6800,91 GRAND STREET,L9,4680,4,1910,983652,202105
2,6800,93 GRAND STREET,L9,4680,4,1915,983669,202094
2,6800,95 GRAND STREET,S4,7310,5,1910,983687,202084
2,6800,35 MERCER STREET,D0,20940,5,1915,983756,202059
2,6800,31 MERCER STREET,D4,30000,5,1920,983732,202015
2,6800,29 MERCER STREET,L9,11124,5,1910,983711,201973
2,6800,19 MERCER STREET,L9,10522,5,1915,983644,201869
2,6800,5 MERCER STREET,C7,21310,5,1910,983571,201754
2,6800,3 MERCER STREET,K4,3817,3,1915,983570,201704
2,6800,1A MERCER STREET,K4,2984,2,1915,983558,201673
2,6800,9 MERCER STREET,RM,22513,5,1870,983600,201799
2,6800,8 GREENE STREET,RM,10798,6,1915,983491,201822
2,6800,20 GREENE STREET,RM,40485,7,1915,983572,201947
2,6800,15 MERCER STREET,RM,21177,6,1910,983626,201841
2,6800,21 MERCER STREET,RM,15360,5,1920,983661,201895
2,6800,25 MERCER STREET,RC,25087,5,1920,983688,201936
2,6800,32 GREENE STREET,RM,22716,5,1915,983633,202042
2,6800,301 CANAL STREET,K2,1748,2,1910,983687,201503
2,6800,303 CANAL STREET,K4,2718,3,1910,983669,201517
2,6800,305 CANAL STREET,D0,16810,5,1915,983678,201577
2,6800,309 CANAL STREET,D5,30000,5,1915,983627,201617
2,6800,427 BROADWAY,O5,24100,5,1910,983756,201578
2,6800,425 BROADWAY,O5,12500,5,1910,983734,201544
2,6800,423 BROADWAY,K4,4808,3,1910,983720,201523
2,6800,419 BROADWAY,K1,2679,1,1910,983719,201478
2,6800,433 BROADWAY,O3,46217,7,2012,983816,201669
2,6800,48 HOWARD STREET,O5,7500,5,1915,983763,201703
2,6800,50 HOWARD STREET,S5,30500,5,1915,983733,201727
2,6800,18 MERCER STREET,C6,7560,5.5,1915,983749,201778
2,6800,107 GRAND STREET,O6,66532,8,1915,983866,201952
2,6800,459 BROADWAY,O5,29415,5,1915,983965,201916
2,6800,455 BROADWAY,O5,24044,5,1915,983940,201874
2,6800,451 BROADWAY,O5,60000,5,1920,983875,201857
2,6800,449 BROADWAY,O5,29000,5,1920,983854,201825
2,6800,447 BROADWAY,O5,25000,5,1920,983841,201804
2,6800,441 BROADWAY,O5,11400,5,1915,983842,201714
2,6800,443 BROADWAY,RM,59244,5,1910,983819,201772
2,6800,54 HOWARD STREET,RC,8328,5,1915,983695,201737
2,6800,307 CANAL STREET,RM,17400,27,2005,983658,201593
2,6800,434 BROADWAY,O6,52065,9,1910,983954,201564
2,6800,440 BROADWAY,K2,5771,2,1910,983981,201605
2,6800,442 BROADWAY,K4,24020,4,1910,983976,201643
2,6800,444 BROADWAY,O5,34000,5,1910,984114,201606
2,6800,446 BROADWAY,O5,27000,5,1915,984045,201677
2,6800,450 BROADWAY,L8,13760,5,1910,984064,201709
2,6800,452 BROADWAY,D4,42111,5,1900,984158,201651
2,6800,454 BROADWAY,K1,5000,1,1920,984081,201758
2,6800,456 BROADWAY,O5,11500,5,1910,984094,201780
2,6800,458 BROADWAY,D0,29370,9,1920,984110,201804
2,6800,125 GRAND STREET,S9,14800,4,1910,984162,201741
2,6800,30 HOWARD STREET,O5,15250,5,1910,984092,201515
2,6800,32 HOWARD STREET,E9,12636,5,1915,984069,201529
2,6800,34 HOWARD STREET,O5,13400,5,1915,984047,201543
2,6800,129 GRAND STREET,RM,15802,5,1920,984205,201714
2,6800,9 CROSBY STREET,H1,121165,26,1914,984343,201490
2,6800,13 CROSBY STREET,O5,38000,6,1935,984265,201584
2,6800,133 GRAND STREET,S3,7950,4,1920,984276,201671
2,6800,135 GRAND STREET,O6,13300,7,1920,984298,201656
2,6800,137 GRAND STREET,O6,21500,7,1920,984325,201639
2,6800,141 GRAND STREET,L9,4000,4,1920,984348,201625
2,6800,143 GRAND STREET,L9,4300,4,1920,984363,201615
2,6800,145 GRAND STREET,L9,4244,4,1915,984378,201606
2,6800,147 GRAND STREET,S9,9350,4,1920,984402,201591
2,6800,151 GRAND STREET,O5,19500,5,1915,984389,201534
2,6800,12 HOWARD STREET,O6,129135,12,1930,984268,201408
2,6800,22 HOWARD STREET,O5,53200,6,1915,984193,201458
2,6800,28 HOWARD STREET,L9,10999,5,1915,984142,201467
2,6800,2 HOWARD STREET,G1,65772,7,1964,984423,201313
2,6800,155 GRAND STREET,O5,6580,5,1920,984518,201533
2,6800,159 GRAND STREET,H3,15333,12,2002,984521,201490
2,6800,217 CENTRE STREET,O6,37500,8,1910,984509,201443
2,6800,211 CENTRE STREET,O5,46700,6,1915,984474,201391
2,6800,161 GRAND STREET,RM,36740,12,1911,984568,201484
2,6800,202 CENTRE STREET,O5,39000,6,1912,984540,201135
2,6800,206 CENTRE STREET,O5,18600,6,1915,984578,201187
2,6800,208 CENTRE STREET,S5,11944,5,1915,984588,201211
2,6800,210 CENTRE STREET,L9,8208,6,1915,984600,201233
2,6800,214 CENTRE STREET,M1,14000,5,1900,984623,201277
2,6800,216 CENTRE STREET,L9,4675,5,1912,984601,201316
2,6800,218 CENTRE STREET,L9,4420,5,1900,984612,201337
2,6800,220 CENTRE STREET,S9,8485,5,1910,984630,201369
2,6800,165 GRAND STREET,L9,44034,6,1915,984685,201401
2,6800,150 BAXTER STREET,C7,13300,6,1900,984665,201320
2,6800,148 BAXTER STREET,S9,5250,5,1920,984652,201288
2,6800,144 BAXTER STREET,F9,1875,1,1969,984634,201243
2,6800,217 HESTER STREET,K4,8100,3,1915,984489,201139
2,6800,136 BAXTER STREET,RM,28598,7,1915,984586,201109
2,6800,145 BAXTER STREET,W1,44350,5,1996,984779,201255
2,6800,181 GRAND STREET,S2,2733,3,1910,984868,201324
2,6800,183 GRAND STREET,S2,3638,3,1910,984885,201316
2,6800,185 GRAND STREET,S2,3048,3,1910,984903,201307
2,6800,187 GRAND STREET,S2,3680,3,1910,984922,201299
2,6800,189 GRAND STREET,S2,3837,3,1900,984941,201291
2,6800,149 MULBERRY STREET,S1,4590,2.5,1920,984889,201259
2,6800,143 MULBERRY STREET,D6,14098,7,2003,984864,201189
2,6800,141 MULBERRY STREET,C7,9700,5,1900,984855,201166
2,6800,139 MULBERRY STREET,C4,10000,5,1900,984846,201142
2,6800,133 MULBERRY STREET,D7,41900,6,1920,984825,201098
2,6800,131 MULBERRY STREET,S9,5100,5,1910,984835,201030
2,6800,193 HESTER STREET,C7,7250,5,1900,984813,200983
2,6800,195 HESTER STREET,C4,9875,5,1910,984798,201012
2,6800,197 HESTER STREET,C7,21412,6,1910,984763,201028
2,6800,137 BAXTER STREET,W1,72650,5,1921,984714,201103
2,6800,179 GRAND STREET,RM,39814,7,1990,984810,201351
2,6800,145 MULBERRY STREET,RM,29762,6,1915,984876,201225
2,6800,140 MULBERRY STREET,C7,9490,5,1900,984989,201106
2,6800,183 HESTER STREET,C7,6342,5,1910,984975,200930
2,6800,185 HESTER STREET,C7,8845,5,1900,984956,200939
2,6800,187 HESTER STREET,C7,9116,5,1900,984932,200950
2,6800,189 HESTER STREET,C7,7731,5,1900,984903,200948
2,6800,191 HESTER STREET,C7,8680,6,1900,984879,200959
2,6800,132 MULBERRY STREET,RC,60883,6,1915,984957,201043
2,6800,181 HESTER STREET,RM,7167,7,2004,984993,200922
2,6800,1 CENTRE MARKET PLACE,A4,3700,4,1900,984882,201522
2,6800,2 CENTRE MARKET PLACE,A4,3700,4,1800,984890,201538
2,6800,3 CENTRE MARKET PLACE,S2,3348,3,1910,984897,201553
2,6800,4 CENTRE MARKET PLACE,A4,4150,4,1900,984904,201573
2,6800,5 CENTRE MARKET PLACE,A4,4700,5,1910,984913,201597
2,6800,6 CENTRE MARKET PLACE,S3,3888,3,1900,984924,201620
2,6800,7 CENTRE MARKET PLACE,O9,4832,5,1900,984933,201642
2,6800,8 CENTRE MARKET PLACE,C7,7020,5,1900,984956,201660
2,6800,169 MULBERRY STREET,C7,11460,6,1914,984993,201589
2,6800,167 MULBERRY STREET,C4,8830,5,1905,984984,201565
2,6800,165 MULBERRY STREET,C7,11901,6,1920,984977,201541
2,6800,163 MULBERRY STREET,C7,11652,6,1900,984970,201517
2,6800,186 GRAND STREET,D7,15833,6,1900,984987,201440
2,6800,182 GRAND STREET,D0,22560,6,1920,984952,201455
2,6800,176 GRAND STREET,O5,39558,6,1901,984896,201473
2,6800,174 GRAND STREET,S5,5368,4,1910,984846,201486
2,6800,179 LAFAYETTE STREET,O6,30718,7,1900,984690,201782
2,6800,185 LAFAYETTE STREET,A4,2100,3,1901,984712,201815
2,6800,409 BROOME STREET,O6,23240,8,1905,984745,201879
2,6800,407 BROOME STREET,O6,30392,7,1900,984744,201831
2,6800,403 BROOME STREET,O6,25515,7,1900,984815,201867
2,6800,253 CENTRE STREET,M1,3924,3,1900,984788,201825
2,6800,241 CENTRE STREET,O6,26065,7,1910,984718,201731
2,6800,239 CENTRE STREET,O5,7575,5,1900,984694,201694
2,6800,237 CENTRE STREET,O5,3888,3,1900,984680,201673
2,6800,158 GRAND STREET,K4,12800,2,1910,984645,201619
2,6800,154 GRAND STREET,O5,35287,6,1900,984623,201679
2,6800,240 CENTRE STREET,RM,38120,8,1905,984828,201650
2,6800,462 BROADWAY,O5,120900,6,1900,984224,201886
2,6800,470 BROADWAY,K2,6664,2,1910,984216,201973
2,6800,474 BROADWAY,O5,7989,4,1920,984241,202012
2,6800,478 BROADWAY,K4,55015,5,1900,984316,202075
2,6800,486 BROADWAY,O5,30031,6,1900,984331,202147
2,6800,435 BROOME STREET,L8,12742,5,1915,984374,202094
2,6800,433 BROOME STREET,L8,9216,4,1900,984395,202081
2,6800,431 BROOME STREET,H3,8803,5,1900,984418,202068
2,6800,429 BROOME STREET,S4,13000,5,1900,984441,202054
2,6800,31 CROSBY STREET,C7,12283,7,1900,984442,201855
2,6800,33 CROSBY STREET,C7,11858,7,1900,984456,201878
2,6800,35 CROSBY STREET,C7,9100,7,1900,984454,201911
2,6800,37 CROSBY STREET,C7,8621,7,1900,984467,201932
2,6800,423 BROOME STREET,D0,19250,7,1900,984541,201983
2,6800,413 BROOME STREET,O5,15600,5,1998,984657,201929
2,6800,184 LAFAYETTE STREET,C7,9480,5,1900,984586,201888
2,6800,182 LAFAYETTE STREET,L8,17000,6,1910,984571,201865
2,6800,180 LAFAYETTE STREET,D7,17400,7,1915,984557,201842
2,6800,178 LAFAYETTE STREET,C7,10584,6,1900,984543,201821
2,6800,176 LAFAYETTE STREET,C7,8150,5,1900,984530,201800
2,6800,142 GRAND STREET,Z9,0,1,1967,984487,201734
2,6800,134 GRAND STREET,D0,71413,6,1900,984400,201790
2,6800,37B CROSBY STREET,C6,8400,6,1900,984505,201894
2,6800,30 CROSBY STREET,R4,55693,7,1890,984324,201946
2,6800,425 BROOME STREET,RM,38090,7,1874,984510,202008
2,6800,472 BROADWAY,RM,7650,5,1878,984230,201994
2,6800,419 BROOME STREET,RM,36332,6,1880,984575,201969
2,6800,42 GREENE STREET,O5,47621,5,1900,983798,202296
2,6800,52 GREENE STREET,L9,6363,3,1912,983824,202359
2,6800,465 BROOME STREET,L8,34488,6,1910,983851,202424
2,6800,463 BROOME STREET,C8,12195,5,1902,983884,202403
2,6800,461 BROOME STREET,D0,10012,5,1920,983908,202395
2,6800,457 BROOME STREET,L8,24785,6,1923,983940,202375
2,6800,453 BROOME STREET,L8,32604,6,1900,983983,202347
2,6800,55 MERCER STREET,L9,17390,5,1900,983913,202315
2,6800,53 MERCER STREET,L8,6851,3,1900,983914,202286
2,6800,45 MERCER STREET,S5,11500,5,1920,983860,202202
2,6800,43 MERCER STREET,S3,7265,4,1920,983846,202181
2,6800,41 MERCER STREET,K1,1800,1,1920,983854,202147
2,6800,104 GRAND STREET,L8,7500,5,1900,983844,202107
2,6800,100 GRAND STREET,D0,17675,6,1910,983813,202135
2,6800,96 GRAND STREET,D4,23875,6,1910,983778,202173
2,6800,90 GRAND STREET,O5,37500,5,1900,983729,202211
2,6800,487 BROADWAY,D0,70759,13,1900,984148,202283
2,6800,483 BROADWAY,O5,51790,5,1900,984125,202247
2,6800,481 BROADWAY,L8,16695,5,1900,984103,202213
2,6800,479 BROADWAY,K4,63150,5,1900,984082,202179
2,6800,51 MERCER STREET,RM,3695,2,1941,983900,202265
2,6800,471 BROADWAY,RM,13652,5,1900,984075,202074
2,6800,47 MERCER STREET,RM,31000,7,1880,983880,202233
2,6800,473 BROADWAY,RM,36495,8,1894,984046,202124
2,6800,475 BROADWAY,RM,32928,8,1920,984060,202146
2,6800,40 MERCER STREET,RM,117024,13,2005,983994,202045
2,6800,44 MERCER STREET,RM,11647,7,2007,983985,202132
2,6800,337 WEST BROADWAY,K2,6158,2,1910,983281,202467
2,6800,341 WEST BROADWAY,K2,5500,2,1930,983310,202511
2,6800,345 WEST BROADWAY,D0,15734,7,1900,983350,202529
2,6800,349 WEST BROADWAY,C6,13758,7,1900,983378,202572
2,6800,355 WEST BROADWAY,S2,5447,3.5,1900,983414,202628
2,6800,357 WEST BROADWAY,K2,3360,2.5,1910,983419,202650
2,6800,499 BROOME STREET,K4,4101,3.5,1900,983428,202722
2,6800,497 BROOME STREET,O5,5000,4,1900,983447,202710
2,6800,495 BROOME STREET,S5,17546,7,1900,983441,202665
2,6800,489 BROOME STREET,C7,25211,5,1940,983493,202662
2,6800,55 WOOSTER STREET,S2,4014,3,1900,983572,202658
2,6800,53 WOOSTER STREET,S1,3096,3,1899,983562,202642
2,6800,51 WOOSTER STREET,O5,4600,4,1900,983551,202626
2,6800,47 WOOSTER STREET,K1,3150,1,1920,983535,202600
2,6800,41 WOOSTER STREET,O5,18500,4,1900,983466,202529
2,6800,66 GRAND STREET,D0,46741,7,1900,983402,202419
2,6800,62 GRAND STREET,O9,16000,7,1920,983348,202454
2,6800,40 WOOSTER STREET,O5,14125,6,1896,983564,202395
2,6800,52 WOOSTER STREET,D9,15512,6,2014,983632,202571
2,6800,469 BROOME STREET,D0,34944,6,1900,983762,202511
2,6800,47 GREENE STREET,L8,24163,6,1900,983697,202411
2,6800,41 GREENE STREET,D0,24922,6,1910,983659,202352
2,6800,33 GREENE STREET,D4,30868,5,1910,983606,202268
2,6800,78 GRAND STREET,D0,11975,5,1900,983561,202319
2,6800,76 GRAND STREET,K1,2375,1,1900,983539,202333
2,6800,347 WEST BROADWAY,RK,15987,7,1910,983364,202550
2,6800,35 WOOSTER STREET,RM,18190,5,1900,983444,202484
2,6800,477 BROOME STREET,RM,38524,6,1920,983675,202543
2,6800,51 GREENE STREET,RM,13687,6,1900,983718,202443
2,6800,42 WOOSTER STREET,RM,69337,8,1900,983603,202458
2,6800,45 GREENE STREET,RM,19842,6,1920,983672,202383
2,6800,351 WEST BROADWAY,RM,14216,5,1900,983385,202608
2,6800,37 GREENE STREET,R1,21395,6,1900,983636,202316
2,6800,43 WOOSTER STREET,RM,26506,7,1900,983499,202569
2,6800,60 GRAND STREET,RM,16664,7,1900,983328,202467
2,6800,53 GREENE STREET,RM,18205,6,1900,983736,202470
2,6800,100 AVENUE OF THE AMER,O6,303214,16,1930,983033,202794
2,6800,110 AVENUE OF THE AMER,C7,18056,6,1900,983040,202932
2,6800,116 AVENUE OF THE AMER,C7,27042,6,1900,983059,202982
2,6800,521 BROOME STREET,D5,16940,7,1950,983139,202928
2,6800,519 BROOME STREET,O5,5200,5,1900,983167,202915
2,6800,517 BROOME STREET,Z9,96,1,1900,983186,202907
2,6800,23 THOMPSON STREET,C7,15186,6,1900,983011,202711
2,6800,30 GRAND STREET,C7,26952,6,1900,982984,202668
2,6800,24 THOMPSON STREET,A4,4560,5,2001,983101,202624
2,6800,26 THOMPSON STREET,C4,18020,6,1920,983136,202636
2,6800,30 THOMPSON STREET,E9,2755,1,1920,983155,202664
2,6800,32 THOMPSON STREET,C7,8992,4,1920,983171,202689
2,6800,40 THOMPSON STREET,O6,30906,7,1928,983239,202776
2,6800,1 WATTS STREET,S4,5029,5,1927,983336,202765
2,6800,362 WEST BROADWAY,D0,16914,6,1900,983304,202740
2,6800,356 WEST BROADWAY,G1,39000,2,1918,983228,202715
2,6800,50 GRAND STREET,C7,8400,5,1900,983193,202534
2,6800,48 GRAND STREET,C6,5000,5,1920,983171,202548
2,6800,46 GRAND STREET,C7,5000,5,1920,983155,202558
2,6800,44 GRAND STREET,C7,10150,5,1900,983131,202576
2,6800,38 GRAND STREET,C7,8045,5,1900,983096,202590
2,6800,36 GRAND STREET,A4,2412,3,1900,983071,202604
2,6800,527 BROOME STREET,RM,21175,6,1950,983108,202951
2,6800,350 WEST BROADWAY,RM,36304,10,2008,983226,202621
2,6800,80 VARICK STREET,D5,125235,10,1920,982622,202834
2,6800,57 WATTS STREET,O4,402110,23,1990,982743,202823
2,6800,113 AVENUE OF THE AMER,K1,232,1,1995,982893,203002
2,6800,48 WATTS STREET,O2,6891,2,1914,982858,203000
2,6800,52 WATTS STREET,H3,54375,18,2006,982795,203010
2,6800,121 AVENUE OF THE AMER,RB,84365,6,1925,982824,203094
2,6800,41 CROSBY STREET,D4,31365,5,1900,984629,202152
2,6800,43 CROSBY STREET,D2,11520,5,1900,984666,202205
2,6800,45 CROSBY STREET,D4,33150,7,1920,984687,202236
2,6800,49 CROSBY STREET,D0,13960,6,1910,984707,202268
2,6800,53 CROSBY STREET,D0,14660,7,1900,984734,202310
2,6800,55 CROSBY STREET,D0,12500,5,1900,984748,202332
2,6800,59 CROSBY STREET,S9,11795,5,1910,984775,202374
2,6800,63 CROSBY STREET,C8,20608,4,1900,984800,202399
2,6800,72 SPRING STREET,O6,109377,12,1907,984835,202467
2,6800,68 SPRING STREET,K1,5553,2,1910,984903,202429
2,6800,226 LAFAYETTE STREET,D4,22104,6,1920,984954,202412
2,6800,224 LAFAYETTE STREET,C7,6510,6,1900,984926,202369
2,6800,222 LAFAYETTE STREET,C7,9140,6,1900,984891,202361
2,6800,220 LAFAYETTE STREET,O5,4950,3,1960,984887,202332
2,6800,218 LAFAYETTE STREET,K2,5000,2,1959,984863,202317
2,6800,216 LAFAYETTE STREET,K4,4000,2,1900,984849,202296
2,6800,214 LAFAYETTE STREET,E9,15000,6,1909,984836,202275
2,6800,212 LAFAYETTE STREET,C7,8815,5,1900,984822,202254
2,6800,424 BROOME STREET,D4,17654,7,1900,984662,202126
2,6800,406 BROOME STREET,RB,74349,7,1900,984876,202030
2,6800,210 LAFAYETTE STREET,RM,75705,11,2005,984776,202224
2,6800,430 BROOME STREET,RM,10822,5,1900,984590,202156
2,6800,200 LAFAYETTE STREET,RB,81696,8,1900,984728,202108
2,6800,490 BROADWAY,O5,28829,5,1900,984398,202249
2,6800,494 BROADWAY,O5,9200,4,1900,984422,202286
2,6800,496 BROADWAY,S4,9713,5,1900,984434,202305
2,6800,498 BROADWAY,L8,18916,5,1900,984452,202334
2,6800,504 BROADWAY,K3,113912,6,1862,984542,202334
2,6800,506 BROADWAY,K4,6304,3,1900,984496,202401
2,6800,510 BROADWAY,D4,10995,5,1900,984523,202443
2,6800,514 BROADWAY,D0,76550,6,1900,984637,202480
2,6800,518 BROADWAY,L8,11200,5,1900,984577,202527
2,6800,520 BROADWAY,O6,48235,11,1900,984597,202560
2,6800,524 BROADWAY,O6,140988,11,1902,984675,202573
2,6800,54 CROSBY STREET,K4,6000,2,1900,984606,202381
2,6800,432 BROOME STREET,D6,50285,7,2014,984514,202211
2,6800,438 BROOME STREET,D0,14253,5,1900,984470,202237
2,6800,508 BROADWAY,RM,10961,5,1910,984509,202422
2,6800,56 CROSBY STREET,RM,55460,6,1900,984586,202436
2,6800,84 MERCER STREET,D0,125590,6,1880,984367,202633
2,6800,96 SPRING STREET,O6,48904,8,1900,984390,202752
2,6800,525 BROADWAY,O6,45000,8,1924,984481,202699
2,6800,523 BROADWAY,S4,8876,5,1900,984460,202667
2,6800,521 BROADWAY,L8,13310,5,1900,984435,202655
2,6800,499 BROADWAY,S5,14318,4,1900,984253,202440
2,6800,495 BROADWAY,O6,77066,8,1900,984234,202411
2,6800,491 BROADWAY,D0,57486,12,1920,984273,202335
2,6800,489 BROADWAY,C7,10710,5,1900,984214,202352
2,6800,448 BROOME STREET,D2,5175,5,1900,984172,202389
2,6800,450 BROOME STREET,D2,23700,9,1900,984140,202410
2,6800,72 MERCER STREET,RM,36700,7,2005,984267,202461
2,6800,503 BROADWAY,RC,171062,5,1900,984308,202526
2,6800,62 GREENE STREET,D2,23319,5,1872,984032,202660
2,6800,66 GREENE STREET,L8,9738,5,1900,984052,202690
2,6800,68 GREENE STREET,K4,12313,5,1900,984065,202711
2,6800,72 GREENE STREET,O5,45000,5,1900,984107,202776
2,6800,78 GREENE STREET,L8,13750,6,1920,984133,202817
2,6800,80 GREENE STREET,D0,21100,5,1920,984154,202849
2,6800,122 SPRING STREET,D4,20150,6,1910,984167,202904
2,6800,120 SPRING STREET,K2,1428,2,1920,984201,202882
2,6800,118 SPRING STREET,D7,9103,7,1920,984216,202871
2,6800,114 SPRING STREET,D4,14813,7,1920,984231,202847
2,6800,106 SPRING STREET,D4,32088,6,1900,984274,202819
2,6800,91 MERCER STREET,D0,27500,6,1900,984227,202771
2,6800,89 MERCER STREET,K1,3000,1,1995,984207,202740
2,6800,85 MERCER STREET,D0,24900,5,1920,984187,202709
2,6800,79 MERCER STREET,D2,13475,6,1920,984140,202636
2,6800,71 MERCER STREET,S5,14323,6,1920,984099,202572
2,6800,69 MERCER STREET,O5,14091,5,1900,984085,202551
2,6800,454 BROOME STREET,D0,12415,5,1900,984082,202476
2,6800,456 BROOME STREET,C6,10630,5,1900,984060,202491
2,6800,458 BROOME STREET,C6,10630,5,1900,984038,202505
2,6800,460 BROOME STREET,O5,10630,5,1920,984018,202518
2,6800,462 BROOME STREET,C8,14980,5,1900,983997,202532
2,6800,464 BROOME STREET,C8,12625,5,1900,983975,202546
2,6800,468 BROOME STREET,O5,23823,5,1900,983943,202568
2,6800,77 MERCER STREET,RM,34389,6,1900,984120,202604
2,6800,60 GREENE STREET,RM,23372,5,1873,984006,202618
2,6800,70 GREENE STREET,RM,12495,5,1900,984080,202734
2,6800,83 MERCER STREET,RM,16187,5,1900,984167,202677
2,6800,64 WOOSTER STREET,O6,54300,8,1900,983812,202781
2,6800,70 WOOSTER STREET,D2,14600,4,1900,983845,202834
2,6800,74 WOOSTER STREET,L9,11795,5,1900,983868,202870
2,6800,76 WOOSTER STREET,K4,10000,3,1900,983881,202891
2,6800,80 WOOSTER STREET,D0,33250,7,1900,983904,202922
2,6800,84 WOOSTER STREET,O6,65972,7,1920,983953,202965
2,6800,90 WOOSTER STREET,O5,16123,6,1920,983953,203043
2,6800,83 GREENE STREET,K2,12747,3,1987,984060,202974
2,6800,81 GREENE STREET,D0,10991,5,1900,984037,202940
2,6800,79 GREENE STREET,L8,10175,4,1900,984024,202919
2,6800,77 GREENE STREET,S9,12945,5,1900,984010,202898
2,6800,75 GREENE STREET,O5,11223,6,1900,984000,202875
2,6800,71 GREENE STREET,O9,16477,5,1900,983979,202851
2,6800,69 GREENE STREET,D9,16473,5,1900,983958,202819
2,6800,67 GREENE STREET,S4,10821,5,1900,983941,202793
2,6800,65 GREENE STREET,S9,10500,5,1900,983929,202771
2,6800,476 BROOME STREET,D7,43706,6,1920,983782,202685
2,6800,480 BROOME STREET,D0,12525,6,1900,983743,202695
2,6800,482 BROOME STREET,D7,16250,6,1920,983720,202710
2,6800,472 BROOME STREET,RM,18545,5,1950,983818,202647
2,6800,470 BROOME STREET,RM,25923,5,1900,983862,202619
2,6800,57 GREENE STREET,RC,52350,6,1900,983896,202719
2,6800,484 BROOME STREET,D0,43500,6,1918,983624,202758
2,6800,492 BROOME STREET,D2,16800,6,1900,983564,202797
2,6800,496 BROOME STREET,F9,3832,2,1920,983539,202814
2,6800,498 BROOME STREET,L8,8036,5,1900,983521,202825
2,6800,500 BROOME STREET,K4,7500,5,1900,983503,202837
2,6800,375 WEST BROADWAY,O5,55710,5,1900,983616,202843
2,6800,379 WEST BROADWAY,O5,55120,5,1853,983646,202890
2,6800,383 WEST BROADWAY,D0,63888,6,1900,983676,202936
2,6800,391 WEST BROADWAY,D0,65340,6,1900,983735,203028
2,6800,395 WEST BROADWAY,K1,3950,1,1900,983721,203098
2,6800,399 WEST BROADWAY,K4,15461,3.5,1880,983744,203157
2,6800,150 SPRING STREET,K4,6400,4,1920,983821,203105
2,6800,148 SPRING STREET,K2,5968,4,1920,983838,203095
2,6800,146 SPRING STREET,S3,3225,3.75,1910,983856,203084
2,6800,83 WOOSTER STREET,D0,18699,5,1900,983806,203041
2,6800,73 WOOSTER STREET,RM,37443,5,1929,983705,202982
2,6800,152 SPRING STREET,RM,14661,5,1920,983796,203121
2,6800,58 THOMPSON STREET,HB,56000,14,1999,983390,203033
2,6800,64 THOMPSON STREET,C1,16749,5,1900,983422,203083
2,6800,68 THOMPSON STREET,C7,16749,6,1901,983448,203127
2,6800,72 THOMPSON STREET,C7,19002,6,1910,983476,203171
2,6800,76 THOMPSON STREET,K1,2000,1,1948,983503,203213
2,6800,80 THOMPSON STREET,C7,8755,5,1903,983523,203244
2,6800,180 SPRING STREET,S3,3655,4,1910,983520,203301
2,6800,178 SPRING STREET,C4,5049,5,1900,983538,203289
2,6800,170 SPRING STREET,C7,24108,6,1905,983585,203260
2,6800,166 SPRING STREET,D2,12300,5,1900,983637,203227
2,6800,400 WEST BROADWAY,O5,9620,6,1910,983593,203197
2,6800,396 WEST BROADWAY,S9,10110,3,1910,983573,203165
2,6800,392 WEST BROADWAY,K4,16900,5,1872,983546,203124
2,6800,390 WEST BROADWAY,D0,9150,5,1900,983526,203092
2,6800,382 WEST BROADWAY,K1,10000,1,1986,983480,203016
2,6800,378 WEST BROADWAY,L8,16250,5,1900,983453,202973
2,6800,374 WEST BROADWAY,K4,16228,3,1947,983423,202907
2,6800,508 BROOME STREET,D5,21598,7,1900,983384,202913
2,6800,512 BROOME STREET,K1,1011,1,1900,983349,202919
