Height,Camera_x,Camera_y,Camera_z,Direction_x,Direction_y,Direction_z,Camera_type,Dx,Dy,Dz
1.59716,4.16621,1.37479,1.11478,3.12952,1.58121,0.30369,DSLR,-1.03669,0.20642,-0.81109
1.57573,4.44188,1.32317,1.36718,3.19684,1.26588,0.385925,Mobile,-1.24504,-0.05729,-0.981255
1.66582,3.96691,1.4982,1.70938,3.2261,1.49422,0.459957,Film,-0.74081,-0.00398,-1.249423
1.63489,1.80722,1.30128,1.55028,2.9329,1.41011,0.102707,Mobile,1.12568,0.10883,-1.447573
1.46036,4.45109,1.23023,1.24024,2.9695,1.58744,0.0917386,Mobile,-1.48159,0.35721,-1.1485014
1.63044,1.81214,1.37407,2.1195,2.79038,1.51607,0.439778,Mobile,0.97824,0.142,-1.679722
1.76059,2.64559,1.35897,2.28772,3.00651,1.42331,0.0157292,DSLR,0.36092,0.06434,-2.2719908
1.71163,4.56122,1.54061,1.40321,2.79267,1.20095,0.132279,Mobile,-1.76855,-0.33966,-1.270931
1.72039,4.26425,1.50317,1.14875,2.77024,1.49483,0.597308,Mobile,-1.49401,-0.00834,-0.551442
1.64256,4.03641,1.32761,1.57362,3.24743,1.49137,0.0716514,Mobile,-0.78898,0.16376,-1.5019686
1.61849,1.78549,1.39164,1.81657,3.03824,1.25921,0.0235298,Mobile,1.25275,-0.13243,-1.7930402
1.70726,1.62281,1.40386,1.28279,3.1734,1.51989,0.395593,Film,1.55059,0.11603,-0.887197
1.78582,1.62496,1.49472,1.27185,2.73552,1.48181,0.180877,DSLR,1.11056,-0.01291,-1.090973
1.63453,2.66573,1.32079,1.83266,3.27513,1.32571,0.110746,Mobile,0.6094,0.00492,-1.721914
1.73057,3.59559,1.51064,1.99204,2.86385,1.52768,0.468105,Mobile,-0.73174,0.01704,-1.523935
1.72549,4.00154,1.46808,1.58935,3.09697,1.49652,0.128965,Mobile,-0.90457,0.02844,-1.460385
1.75412,2.0534,1.40605,1.63735,3.13835,1.23831,0.376,DSLR,1.08495,-0.16774,-1.26135
1.55829,4.20993,1.33389,1.23061,3.28768,1.38929,0.0984222,Mobile,-0.92225,0.0554,-1.1321878
1.76099,1.57654,1.6097,1.29148,3.01275,1.23091,0.165386,Mobile,1.43621,-0.37879,-1.126094
1.71077,1.81206,1.49101,1.42355,3.2067,1.46768,0.111039,Mobile,1.39464,-0.02333,-1.312511
1.63325,3.85526,1.37935,2.28589,2.87478,1.25805,0.07416,DSLR,-0.98048,-0.1213,-2.21173
1.60213,3.44623,1.21601,1.8734,3.00374,1.49309,0.0671651,Mobile,-0.44249,0.27708,-1.8062349
1.73963,4.01183,1.54603,1.45167,3.29247,1.26471,0.585095,Mobile,-0.71936,-0.28132,-0.866575
1.75478,1.81633,1.45378,1.94672,2.80236,1.30724,0.579107,DSLR,0.98603,-0.14654,-1.367613
1.81976,2.1543,1.65422,1.55708,2.893,1.58072,0.585205,Mobile,0.7387,-0.0735,-0.971875
1.67038,2.02202,1.47759,1.54361,2.7193,1.5437,0.594433,Mobile,0.69728,0.06611,-0.949177
1.52647,4.32003,1.21067,1.10393,2.95522,1.28565,0.148375,Mobile,-1.36481,0.07498,-0.955555
1.78532,4.7095,1.56198,1.18854,2.95046,1.40567,0.420515,DSLR,-1.75904,-0.15631,-0.768025
1.57674,4.23392,1.4187,1.57997,3.09706,1.58409,0.572259,Mobile,-1.13686,0.16539,-1.007711
1.65012,3.70966,1.49851,1.89769,2.85513,1.2479,0.531535,Mobile,-0.85453,-0.25061,-1.366155
1.75194,2.1603,1.56863,1.62865,2.73915,1.22828,0.000494409,Mobile,0.57885,-0.34035,-1.628155591
1.68916,1.50669,1.49873,1.44388,3.0693,1.49979,0.0390759,Mobile,1.56261,0.00106,-1.4048041
1.75668,4.46276,1.47507,1.17564,2.92587,1.22628,0.0620747,DSLR,-1.53689,-0.24879,-1.1135653
1.46662,4.3306,1.07179,1.49093,2.97961,1.26748,0.207685,DSLR,-1.35099,0.19569,-1.283245
1.62029,2.08029,1.37724,1.46508,2.78491,1.47237,0.258443,Mobile,0.70462,0.09513,-1.206637
1.72675,3.36903,1.54534,1.46562,2.98917,1.35245,0.0965545,Mobile,-0.37986,-0.19289,-1.3690655
1.59131,1.30359,1.44038,1.40747,3.20707,1.33796,0.330094,DSLR,1.90348,-0.10242,-1.077376
1.45941,3.91467,1.09884,1.74308,2.70624,1.42381,0.508774,DSLR,-1.20843,0.32497,-1.234306
1.80404,3.75299,1.62447,1.23238,3.02691,1.25996,0.533641,Mobile,-0.72608,-0.36451,-0.698739
1.70554,3.62993,1.35941,2.19009,3.28749,1.2822,0.328959,Film,-0.34244,-0.07721,-1.861131
1.81917,4.84644,1.5977,1.1423,3.28599,1.36442,0.260622,DSLR,-1.56045,-0.23328,-0.881678
1.56831,4.02771,1.24086,1.83478,3.26645,1.55253,0.231251,DSLR,-0.76126,0.31167,-1.603529
1.58341,3.65716,1.3693,1.54364,3.05978,1.36269,0.529557,Film,-0.59738,-0.00661,-1.014083
1.70527,1.47029,1.37007,1.51448,3.29905,1.34301,0.237989,Film,1.82876,-0.02706,-1.276491
1.64243,1.46694,1.30991,1.56131,3.02947,1.35789,0.581982,DSLR,1.56253,0.04798,-0.979328
1.56193,1.51003,1.28831,1.29324,3.15706,1.40832,0.111167,Mobile,1.64703,0.12001,-1.182073
1.60123,3.74368,1.29641,1.66298,3.27986,1.39891,0.114353,Mobile,-0.46382,0.1025,-1.548627
1.6856,2.51466,1.41372,1.35664,2.80097,1.55393,0.457466,Mobile,0.28631,0.14021,-0.899174
1.81363,1.77077,1.43635,1.36983,3.10484,1.41966,0.376623,DSLR,1.33407,-0.01669,-0.993207
1.54961,1.91012,1.37449,1.69229,2.86315,1.21953,0.328007,Mobile,0.95303,-0.15496,-1.364283
1.76078,3.98911,1.60005,1.27203,3.10143,1.4009,0.0686667,Film,-0.88768,-0.19915,-1.2033633
1.72777,1.58746,1.48671,1.50362,3.17312,1.57877,0.594708,Film,1.58566,0.09206,-0.908912
1.73489,4.20048,1.54399,2.3497,2.9338,1.39227,0.266408,DSLR,-1.26668,-0.15172,-2.083292
1.6974,2.01845,1.53678,1.64932,3.0556,1.29289,0.483541,Mobile,1.03715,-0.24389,-1.165779
1.65399,3.83337,1.39914,1.98933,2.84832,1.232,0.508097,Film,-0.98505,-0.16714,-1.481233
1.66153,4.16043,1.48169,1.24911,3.23305,1.45583,0.146947,Mobile,-0.92738,-0.02586,-1.102163
1.82651,1.62154,1.55064,1.51085,2.92131,1.20171,0.272652,DSLR,1.29977,-0.34893,-1.238198
1.71878,4.35972,1.56387,1.29808,2.8637,1.46816,0.255824,Mobile,-1.49602,-0.09571,-1.042256
1.58409,1.70305,1.23714,1.32451,2.72014,1.4539,0.58092,DSLR,1.01709,0.21676,-0.74359
1.63079,3.90956,1.32279,1.70857,2.94627,1.37753,0.0928007,Mobile,-0.96329,0.05474,-1.6157693
1.62013,4.19818,1.38778,1.14629,3.15955,1.44962,0.151286,Mobile,-1.03863,0.06184,-0.995004
1.66522,3.77313,1.48958,1.55504,3.02293,1.22286,0.128031,Mobile,-0.7502,-0.26672,-1.427009
1.45883,2.41155,1.29392,1.60083,3.03383,1.24373,0.0407788,Mobile,0.62228,-0.05019,-1.5600512
1.83868,3.91031,1.57018,1.60009,3.01136,1.32016,0.358531,Mobile,-0.89895,-0.25002,-1.241559
1.73068,4.60553,1.52486,1.58614,2.80674,1.45544,0.403082,DSLR,-1.79879,-0.06942,-1.183058
1.81163,4.12054,1.49776,1.6671,3.09753,1.22697,0.392444,Mobile,-1.02301,-0.27079,-1.274656
1.61497,3.24478,1.45244,2.03472,2.7399,1.36131,0.294369,Mobile,-0.50488,-0.09113,-1.740351
1.77088,3.77136,1.52586,2.17961,2.72012,1.3235,0.359575,Mobile,-1.05124,-0.20236,-1.820035
1.83512,4.42346,1.67305,1.45729,3.14113,1.54863,0.358733,DSLR,-1.28233,-0.12442,-1.098557
1.65625,1.72745,1.50218,1.40455,2.97818,1.54752,0.229255,Mobile,1.25073,0.04534,-1.175295
1.7018,4.82576,1.52368,1.17611,2.814,1.36628,0.123948,Mobile,-2.01176,-0.1574,-1.052162
1.53544,4.41584,1.34119,1.34695,3.29282,1.22058,0.216913,Mobile,-1.12302,-0.12061,-1.130037
1.67337,3.74046,1.23258,1.98359,2.88985,1.21084,0.539097,Mobile,-0.85061,-0.02174,-1.444493
1.55323,3.8965,1.15158,1.34622,3.25468,1.3034,0.460579,Film,-0.64182,0.15182,-0.885641
1.63927,4.44091,1.19211,1.12737,3.1233,1.48536,0.485189,Mobile,-1.31761,0.29325,-0.642181
1.65974,1.57651,1.23555,1.43708,2.88813,1.41733,0.248482,DSLR,1.31162,0.18178,-1.188598
1.77344,1.62938,1.33873,1.11184,3.23287,1.46815,0.290213,Mobile,1.60349,0.12942,-0.821627
1.61359,2.08384,1.40826,2.26048,3.26354,1.36999,0.379241,Film,1.1797,-0.03827,-1.881239
1.81617,4.81681,1.63633,1.47991,2.96775,1.52947,0.379644,DSLR,-1.84906,-0.10686,-1.100266
1.7734,1.93333,1.37026,1.75505,3.08862,1.5222,0.535545,Mobile,1.15529,0.15194,-1.219505
1.73795,3.90289,1.56403,1.73991,3.28184,1.53314,0.293637,DSLR,-0.62105,-0.03089,-1.446273
1.54097,4.54401,1.21475,1.16723,2.81069,1.33383,0.0527909,DSLR,-1.73332,0.11908,-1.1144391
1.68551,2.52308,1.3036,2.31266,2.89664,1.26094,0.00254526,DSLR,0.37356,-0.04266,-2.31011474
1.54147,2.41073,1.34831,1.98575,2.86053,1.226,0.564129,DSLR,0.4498,-0.12231,-1.421621
1.66036,2.61663,1.43859,1.8426,2.83402,1.29717,0.351463,Film,0.21739,-0.14142,-1.491137
1.73506,4.14459,1.58387,1.5884,2.76918,1.49735,0.302408,DSLR,-1.37541,-0.08652,-1.285992
1.80436,2.4853,1.5564,1.95739,3.00001,1.41075,0.365435,Mobile,0.51471,-0.14565,-1.591955
1.71325,4.08705,1.44676,1.34335,2.78927,1.43148,0.141435,Mobile,-1.29778,-0.01528,-1.201915
1.79182,2.7432,1.59774,2.07673,2.80124,1.2726,0.246522,Mobile,0.05804,-0.32514,-1.830208
1.76188,1.85145,1.58867,1.60665,2.75171,1.53353,0.356682,DSLR,0.90026,-0.05514,-1.249968
1.57608,4.71029,1.40792,1.44689,3.07492,1.34562,0.593756,Film,-1.63537,-0.0623,-0.853134
1.70631,4.38128,1.47144,1.11753,2.78932,1.233,0.387298,Mobile,-1.59196,-0.23844,-0.730232
1.6992,3.44736,1.51118,2.28906,2.71373,1.58487,0.0775109,Mobile,-0.73363,0.07369,-2.2115491
1.84062,2.14967,1.41465,1.4206,3.0584,1.39058,0.380651,DSLR,0.90873,-0.02407,-1.039949
1.55382,4.18624,1.20307,1.52277,2.867,1.38528,0.0995025,Mobile,-1.31924,0.18221,-1.4232675
1.81456,3.80656,1.60142,1.81224,2.88959,1.5463,0.000402856,DSLR,-0.91697,-0.05512,-1.811837144
1.64872,2.47393,1.49388,2.13237,3.09911,1.21475,0.0692526,Film,0.62518,-0.27913,-2.0631174
1.7289,2.59369,1.43294,1.94669,3.0994,1.24666,0.479659,DSLR,0.50571,-0.18628,-1.467031
1.55947,1.66021,1.28217,1.32248,2.98677,1.36962,0.229035,DSLR,1.32656,0.08745,-1.093445
1.6316,2.07949,1.41155,1.43057,2.89338,1.38813,0.599982,DSLR,0.81389,-0.02342,-0.830588
1.74986,4.44127,1.48165,1.10599,3.13613,1.49055,0.457741,Mobile,-1.30514,0.0089,-0.648249
1.80411,2.33094,1.49692,1.86651,2.8925,1.31455,0.378234,DSLR,0.56156,-0.18237,-1.488276
1.69789,3.42613,1.30176,2.41655,2.90107,1.47586,0.585534,DSLR,-0.52506,0.1741,-1.831016
1.60992,2.05631,1.40826,1.22303,2.71368,1.20596,0.141874,Mobile,0.65737,-0.2023,-1.081156
1.64505,3.80563,1.43165,1.58975,3.18383,1.43022,0.250258,Mobile,-0.6218,-0.00143,-1.339492
1.62534,3.72225,1.27686,2.32148,2.83592,1.49633,0.374078,Mobile,-0.88633,0.21947,-1.947402
1.78437,2.0996,1.55505,2.26413,3.19949,1.28579,0.226765,DSLR,1.09989,-0.26926,-2.037365
1.71572,4.48816,1.34191,1.24555,2.7833,1.25766,0.210266,Mobile,-1.70486,-0.08425,-1.035284
1.56745,2.46517,1.24139,1.96254,3.18523,1.33367,0.260714,Mobile,0.72006,0.09228,-1.701826
1.73366,1.88812,1.51338,1.3086,2.95584,1.28806,0.566894,DSLR,1.06772,-0.22532,-0.741706
1.7643,4.2766,1.60851,1.39176,3.13575,1.50293,0.137754,Mobile,-1.14085,-0.10558,-1.254006
1.60459,4.56151,1.29064,1.96417,2.73994,1.44118,0.183898,Mobile,-1.82157,0.15054,-1.780272
1.73565,1.18273,1.50876,1.19151,2.94628,1.42481,0.219642,Mobile,1.76355,-0.08395,-0.971868
1.7081,1.09894,1.31076,1.11813,2.82909,1.53452,0.162273,Mobile,1.73015,0.22376,-0.955857
1.67536,4.2755,1.36446,1.94426,3.04408,1.51968,0.378344,Film,-1.23142,0.15522,-1.565916
1.77992,1.74938,1.43907,1.21152,3.18651,1.37424,0.477517,Mobile,1.43713,-0.06483,-0.734003
1.63559,4.3611,1.31164,1.30422,3.08992,1.54387,0.159398,Mobile,-1.27118,0.23223,-1.144822
1.61277,1.48314,1.27436,1.15583,2.78083,1.23379,0.450728,DSLR,1.29769,-0.04057,-0.705102
1.8136,2.36015,1.6428,1.48807,3.23073,1.23456,0.30596,Mobile,0.87058,-0.40824,-1.18211
1.63216,1.24725,1.43939,1.45004,2.72607,1.52405,0.45829,DSLR,1.47882,0.08466,-0.99175
1.68641,3.8702,1.49208,2.55525,3.08475,1.48949,0.0743797,Mobile,-0.78545,-0.00259,-2.4808703
1.7648,3.47654,1.47606,2.10622,2.75717,1.39211,0.0614521,DSLR,-0.71937,-0.08395,-2.0447679
1.61435,4.1081,1.36545,1.63522,2.94021,1.51943,0.0731712,DSLR,-1.16789,0.15398,-1.5620488
1.70827,4.25141,1.27194,1.61237,2.87223,1.38692,0.0371715,DSLR,-1.37918,0.11498,-1.5751985
1.67317,3.81186,1.33436,1.16559,2.94909,1.21093,0.256044,DSLR,-0.86277,-0.12343,-0.909546
1.72288,2.52752,1.50998,2.06627,3.07291,1.52837,0.491324,Film,0.54539,0.01839,-1.574946
1.70795,1.99141,1.43962,1.80809,2.99688,1.33655,0.400482,DSLR,1.00547,-0.10307,-1.407608
1.69925,1.7545,1.33381,1.2017,2.83407,1.51806,0.135447,DSLR,1.07957,0.18425,-1.066253
1.67896,1.56715,1.39461,1.50983,3.22989,1.25032,0.503226,DSLR,1.66274,-0.14429,-1.006604
1.62828,2.03073,1.45797,1.21028,2.83404,1.22892,0.308744,Mobile,0.80331,-0.22905,-0.901536
1.78448,3.78582,1.63294,1.91135,3.12121,1.50591,0.0237678,DSLR,-0.66461,-0.12703,-1.8875822
1.76742,1.77521,1.45267,1.11207,2.77647,1.41118,0.225922,Mobile,1.00126,-0.04149,-0.886148
1.56992,1.73552,1.14178,1.58667,3.25655,1.4348,0.00714134,Film,1.52103,0.29302,-1.57952866
1.54413,3.68211,1.17168,2.54904,3.23556,1.55227,0.232624,Mobile,-0.44655,0.38059,-2.316416
1.81124,1.599,1.5241,1.26661,2.92125,1.5223,0.4172,Film,1.32225,-0.0018,-0.84941
1.52837,4.17356,1.12362,1.36606,2.95522,1.22816,0.14951,Film,-1.21834,0.10454,-1.21655
1.69133,4.38817,1.53623,1.23244,3.06985,1.41863,0.31171,Mobile,-1.31832,-0.1176,-0.92073
1.69294,1.35632,1.4521,1.10022,3.13406,1.48366,0.486233,Mobile,1.77774,0.03156,-0.613987
1.83602,3.71405,1.58105,1.95467,2.95907,1.4226,0.390649,DSLR,-0.75498,-0.15845,-1.564021
1.78538,4.36231,1.53191,1.53725,2.92708,1.37888,0.206568,Mobile,-1.43523,-0.15303,-1.330682
1.56287,2.30246,1.40588,1.20513,3.02594,1.47555,0.548546,Film,0.72348,0.06967,-0.656584
1.70132,1.57592,1.53522,1.40266,3.09536,1.4399,0.0260567,Mobile,1.51944,-0.09532,-1.3766033
1.63191,1.59558,1.31191,1.21173,2.89205,1.50289,0.362542,Mobile,1.29647,0.19098,-0.849188
1.79445,1.31685,1.44006,1.18409,3.23511,1.55069,0.12327,Mobile,1.91826,0.11063,-1.06082
1.51662,3.63084,1.26609,1.20335,2.87515,1.54081,0.547209,Mobile,-0.75569,0.27472,-0.656141
1.73424,1.8991,1.54475,1.36723,2.91719,1.42393,0.0458693,Mobile,1.01809,-0.12082,-1.3213607
1.4952,1.40783,1.16102,1.23843,3.28947,1.48567,0.107358,Mobile,1.88164,0.32465,-1.131072
1.73205,2.50163,1.2847,1.48439,2.96862,1.58831,0.4931,DSLR,0.46699,0.30361,-0.99129
1.68718,3.4506,1.33734,2.30405,2.71593,1.30345,0.420331,Mobile,-0.73467,-0.03389,-1.883719
1.70484,4.2734,1.46926,1.33302,2.82686,1.4296,0.355455,DSLR,-1.44654,-0.03966,-0.977565
1.70527,1.57668,1.53417,1.68506,2.72368,1.53703,0.17846,Mobile,1.147,0.00286,-1.5066
1.66127,1.79061,1.34871,2.24898,2.79859,1.42335,0.0931669,Mobile,1.00798,0.07464,-2.1558131
1.70195,1.43343,1.54603,1.12366,2.82376,1.34844,0.223817,Mobile,1.39033,-0.19759,-0.899843
1.65907,1.77231,1.41708,1.69964,2.95392,1.29627,0.0345897,Mobile,1.18161,-0.12081,-1.6650503
1.74669,1.65045,1.33698,1.13368,2.73673,1.5339,0.405573,DSLR,1.08628,0.19692,-0.728107
1.60143,3.98013,1.33993,2.11396,3.28755,1.25413,0.475686,Mobile,-0.69258,-0.0858,-1.638274
1.7792,1.46535,1.44919,1.21163,2.95506,1.34889,0.291934,DSLR,1.48971,-0.1003,-0.919696
1.62196,1.7586,1.28048,1.16529,2.87775,1.21357,0.562023,Mobile,1.11915,-0.06691,-0.603267
1.81993,1.17833,1.40562,1.10093,3.28169,1.38111,0.267525,Film,2.10336,-0.02451,-0.833405
1.81733,1.51356,1.46691,1.92843,3.2749,1.57529,0.434339,DSLR,1.76134,0.10838,-1.494091
1.70803,3.9478,1.40326,1.78617,2.92607,1.30826,0.447523,DSLR,-1.02173,-0.095,-1.338647
1.73695,2.00499,1.42352,1.4051,3.05029,1.27609,0.01919,Mobile,1.0453,-0.14743,-1.38591
1.639,2.53294,1.41174,1.50816,3.03892,1.57876,0.539921,Mobile,0.50598,0.16702,-0.968239
1.71533,1.45321,1.38377,1.80284,3.13703,1.45748,0.145665,DSLR,1.68382,0.07371,-1.657175
1.77879,4.90045,1.41644,1.47536,3.26678,1.45247,0.487094,Mobile,-1.63367,0.03603,-0.988266
1.59825,2.34113,1.35741,1.83062,3.29368,1.28798,0.56942,DSLR,0.95255,-0.06943,-1.2612
1.83193,1.92405,1.53445,1.33424,2.80776,1.23919,0.217756,Mobile,0.88371,-0.29526,-1.116484
1.73125,4.08697,1.46138,1.593,2.72245,1.47706,0.585571,DSLR,-1.36452,0.01568,-1.007429
1.58931,4.3369,1.38246,1.73493,2.94986,1.57217,0.141014,Mobile,-1.38704,0.18971,-1.593916
1.81507,2.65336,1.54531,1.97152,3.17288,1.21773,0.411469,Mobile,0.51952,-0.32758,-1.560051
1.66895,2.0378,1.34058,1.24529,2.97271,1.55437,0.113126,Mobile,0.93491,0.21379,-1.132164
1.50858,4.73112,1.21752,1.21449,2.96207,1.2958,0.0205634,Film,-1.76905,0.07828,-1.1939266
1.63715,2.52746,1.36514,1.58884,3.19451,1.41487,0.308762,DSLR,0.66705,0.04973,-1.280078
1.73412,1.43806,1.54347,1.33652,3.04337,1.50283,0.208747,Mobile,1.60531,-0.04064,-1.127773
1.72415,3.63262,1.47735,1.32073,2.84488,1.51295,0.527818,Mobile,-0.78774,0.0356,-0.792912
1.59135,1.97211,1.28247,1.2988,2.75409,1.4906,0.17434,DSLR,0.78198,0.20813,-1.12446
1.60042,3.96081,1.36864,1.68812,2.94537,1.3272,0.168883,Mobile,-1.01544,-0.04144,-1.519237
1.78409,3.53534,1.40548,1.21413,2.77379,1.20443,0.59306,Mobile,-0.76155,-0.20105,-0.62107
1.68942,1.96343,1.3145,2.11784,3.07845,1.46751,0.200964,Mobile,1.11502,0.15301,-1.916876
1.7105,2.90497,1.52321,1.18189,3.12447,1.23303,0.469057,DSLR,0.2195,-0.29018,-0.712833
1.60653,1.65617,1.31493,1.16537,2.82651,1.547,0.364299,Mobile,1.17034,0.23207,-0.801071
1.71463,4.03053,1.43907,1.55748,2.94363,1.21207,0.343516,Mobile,-1.0869,-0.227,-1.213964
1.71998,4.41594,1.46237,1.32709,2.76206,1.35174,0.131803,DSLR,-1.65388,-0.11063,-1.195287
1.69885,1.74204,1.54505,1.13133,3.06186,1.41926,0.141801,Mobile,1.31982,-0.12579,-0.989529
1.65085,2.52821,1.29901,1.57213,3.17027,1.34557,0.262416,Mobile,0.64206,0.04656,-1.309714
1.84013,1.99684,1.39435,2.14285,3.11577,1.29834,0.0405408,Mobile,1.11893,-0.09601,-2.1023092
1.79878,3.7053,1.63339,1.20246,3.18521,1.54762,0.27723,Mobile,-0.52009,-0.08577,-0.92523
1.71055,1.52517,1.30508,1.40871,3.22785,1.24949,0.435987,Mobile,1.70268,-0.05559,-0.972723
1.73256,3.93239,1.47385,2.33327,2.72108,1.21986,0.0902738,DSLR,-1.21131,-0.25399,-2.2429962
1.70358,4.09278,1.51906,1.56764,3.18427,1.42357,0.394659,Mobile,-0.90851,-0.09549,-1.172981
1.73993,4.07112,1.48727,1.53857,3.27958,1.20256,0.524485,DSLR,-0.79154,-0.28471,-1.014085
1.77016,4.11853,1.58393,1.4917,3.14212,1.45782,0.267763,DSLR,-0.97641,-0.12611,-1.223937
1.80207,1.90878,1.55932,1.552,2.81457,1.33464,0.144731,Mobile,0.90579,-0.22468,-1.407269
1.68654,4.0656,1.45279,1.27816,2.99699,1.29051,0.0504654,DSLR,-1.06861,-0.16228,-1.2276946
1.62435,4.03513,1.37903,2.24291,2.93563,1.59677,0.538804,Mobile,-1.0995,0.21774,-1.704106
1.60187,4.45886,1.29027,1.4132,3.24258,1.39186,0.367394,Mobile,-1.21628,0.10159,-1.045806
1.76896,1.81189,1.47001,1.66122,3.23133,1.41467,0.0776025,Mobile,1.41944,-0.05534,-1.5836175
1.83996,3.84307,1.49444,1.20305,3.25318,1.34905,0.0655171,DSLR,-0.58989,-0.14539,-1.1375329
1.75251,1.91857,1.49432,1.60658,2.79383,1.36012,0.286074,Mobile,0.87526,-0.1342,-1.320506
1.60866,1.76947,1.41462,1.40378,2.82052,1.54245,0.295706,Mobile,1.05105,0.12783,-1.108074
1.76427,4.20644,1.56318,1.56988,2.92583,1.28692,0.0557756,DSLR,-1.28061,-0.27626,-1.5141044
1.70589,1.96252,1.54493,1.57646,2.87621,1.25089,0.0642354,DSLR,0.91369,-0.29404,-1.5122246
1.7153,3.83646,1.43775,1.80431,2.91115,1.5397,0.0305429,DSLR,-0.92531,0.10195,-1.7737671
1.81367,4.25295,1.51245,2.53254,2.83083,1.5233,0.335478,DSLR,-1.42212,0.01085,-2.197062
1.78245,3.66452,1.53415,2.00761,3.23036,1.27274,0.196478,Mobile,-0.43416,-0.26141,-1.811132
1.70952,2.37764,1.34575,1.93953,3.06124,1.3542,0.466878,Mobile,0.6836,0.00845,-1.472652
1.50595,4.09802,1.12757,1.95794,2.70242,1.31669,0.407404,Mobile,-1.3956,0.18912,-1.550536
1.73726,3.67113,1.3691,1.70384,2.77705,1.50073,0.457814,Mobile,-0.89408,0.13163,-1.246026
1.59061,2.42405,1.27989,2.06312,2.73391,1.23008,0.0772729,Film,0.30986,-0.04981,-1.9858471
1.568,4.82154,1.34406,1.15139,2.99778,1.27836,0.593261,Mobile,-1.82376,-0.0657,-0.558129
1.82125,1.50853,1.66072,1.63391,2.75678,1.57382,0.170458,DSLR,1.24825,-0.0869,-1.463452
1.64793,1.63719,1.34383,1.42624,3.07162,1.47331,0.563598,DSLR,1.43443,0.12948,-0.862642
1.8422,2.41396,1.51651,2.2097,3.03614,1.44561,0.121384,DSLR,0.62218,-0.0709,-2.088316
1.53809,1.90201,1.33626,2.32861,2.86744,1.50859,0.441902,DSLR,0.96543,0.17233,-1.886708
1.72295,4.09637,1.47248,1.36854,3.1291,1.51229,0.0147954,Mobile,-0.96727,0.03981,-1.3537446
1.59096,4.15872,1.27441,2.76687,3.27098,1.20161,0.199884,DSLR,-0.88774,-0.0728,-2.566986
1.78344,1.64502,1.38269,1.30642,3.17618,1.37697,0.0577166,Film,1.53116,-0.00572,-1.2487034
1.51165,4.32024,1.13507,2.25023,2.71653,1.25067,0.14376,DSLR,-1.60371,0.1156,-2.10647
1.78397,2.03216,1.59206,1.16585,2.90627,1.51919,0.474514,Mobile,0.87411,-0.07287,-0.691336
1.58504,1.86053,1.27851,2.04976,2.78571,1.58784,0.151305,Mobile,0.92518,0.30933,-1.898455
1.64862,3.83015,1.41831,2.29527,3.13663,1.44493,0.45613,Mobile,-0.69352,0.02662,-1.83914
1.60178,3.98356,1.16614,1.26491,3.20381,1.33566,0.0912259,DSLR,-0.77975,0.16952,-1.1736841
1.64334,3.66603,1.45623,1.45757,2.8488,1.48452,0.495187,Film,-0.81723,0.02829,-0.962383
1.71883,1.9124,1.48188,1.69701,2.86581,1.50551,0.506449,Film,0.95341,0.02363,-1.190561
1.73378,3.63642,1.38916,1.7879,3.2224,1.47556,0.137443,DSLR,-0.41402,0.0864,-1.650457
1.76995,3.76165,1.56521,2.05657,2.82292,1.37453,0.54199,DSLR,-0.93873,-0.19068,-1.51458
1.69088,3.36227,1.48463,1.68849,2.70701,1.36851,0.281735,DSLR,-0.65526,-0.11612,-1.406755
1.53858,4.02338,1.34353,1.31991,3.26072,1.27921,0.599304,Film,-0.76266,-0.06432,-0.720606
1.75383,3.50767,1.60037,1.92091,2.91462,1.39249,0.258791,Mobile,-0.59305,-0.20788,-1.662119
1.57855,1.76592,1.21114,1.34117,3.00038,1.56284,0.0979095,Mobile,1.23446,0.3517,-1.2432605
1.64386,2.29856,1.36768,1.36457,2.81263,1.21868,0.0209662,Mobile,0.51407,-0.149,-1.3436038
1.77198,3.66494,1.48006,1.57137,3.15446,1.21421,0.225666,DSLR,-0.51048,-0.26585,-1.345704
1.77595,1.80763,1.38445,1.21845,2.79969,1.35899,0.0735557,DSLR,0.99206,-0.02546,-1.1448943
1.70142,3.27086,1.44069,1.72472,3.06789,1.5355,0.259029,Mobile,-0.20297,0.09481,-1.465691
1.61536,1.67489,1.26256,1.85581,2.74506,1.43717,0.479257,Mobile,1.07017,0.17461,-1.376553
1.57343,3.90701,1.17322,1.54618,2.77595,1.57621,0.334489,Mobile,-1.13106,0.40299,-1.211691
1.66392,4.45046,1.4253,1.22129,2.97295,1.37027,0.566747,Mobile,-1.47751,-0.05503,-0.654543
1.64932,1.87837,1.39663,1.75909,3.11026,1.47137,0.452394,Mobile,1.23189,0.07474,-1.306696
1.56467,2.19661,1.2788,1.43638,3.07289,1.29773,0.0751488,DSLR,0.87628,0.01893,-1.3612312
1.53874,4.08397,1.23118,1.86913,3.28405,1.22092,0.194372,Mobile,-0.79992,-0.01026,-1.674758
1.72893,1.48218,1.41605,1.68404,2.71771,1.49557,0.364977,Mobile,1.23553,0.07952,-1.319063
1.71141,3.76005,1.31465,1.72371,3.28793,1.44805,0.335954,Mobile,-0.47212,0.1334,-1.387756
1.6784,1.80834,1.32937,1.48594,2.97016,1.31316,0.42718,Film,1.16182,-0.01621,-1.05876
