x,y,z,QCLOUD,QGRAUP,QICE,QRAIN,QSNOW,QVAPOR,CLOUD,PRECIP,P,TC,U,V,W,Velocity
300,120,50,0,0,0,0,0,0.000115,0,0,125.395561,-33.406513,4.223483,8.379544,-0.299636,9.388522
330,120,50,0,0,0,0,0,0.000131,0,0,128.839752,-33.313435,0.938478,6.048925,-0.262029,6.1269
360,120,50,0,0,0,0,0,0.00001,0,0,131.093491,-33.964207,6.253437,5.233002,-0.231899,8.157424
390,120,50,0,0,0,0,0,0.000224,0,0,133.351791,-33.912308,13.773294,5.481146,0.004076,14.823853
420,120,50,0,0,0,0,0,0.000067,0,0,133.840469,-34.091503,17.683075,9.27097,-0.058372,19.966108
450,120,50,0,0.000017,0.00001,0,0.000091,0.000536,0.00001,0.000108,108.324837,-33.963989,15.548171,9.207812,-0.047992,18.070189
480,120,50,0,0,0,0,0,0.000308,0,0,121.995773,-34.744133,9.642936,4.285577,0.053122,10.552498
0,150,50,0,0,0,0,0,0.000057,0,0,591.750854,-38.539722,8.437178,10.387472,-0.140909,13.383026
30,150,50,0,0,0,0,0,0.000057,0,0,546.088257,-36.811344,11.381531,18.873127,0.049256,22.039433
60,150,50,0,0,0,0,0,0.000195,0,0,513.725952,-35.500393,11.264841,24.383776,-0.041954,26.860138
90,150,50,0,0,0,0,0.000001,0.000431,0,0.000001,472.893402,-34.267296,8.680499,25.460663,0.007098,26.89975
120,150,50,0,0,0,0,0.000005,0.000542,0,0.000005,400.5625,-33.598576,1.403022,26.140753,-0.076509,26.178488
150,150,50,0,0,0.000026,0,0.000003,0.000612,0.000026,0.000003,308.276855,-32.817345,-2.604883,22.785772,0.103117,22.934416
180,150,50,0,0,0.000026,0,0.000003,0.000639,0.000026,0.000003,241.883865,-32.392673,-5.7787,19.058403,0.230597,19.916557
210,150,50,0,0,0.000076,0,0.000021,0.000639,0.000076,0.000021,172.669754,-32.371906,-8.520847,12.142954,-0.056985,14.834399
240,150,50,0,0,0.000048,0,0.000015,0.000675,0.000048,0.000015,100.927803,-31.88312,-9.191425,5.380279,0.427455,10.658913
270,150,50,0,0,0.000007,0,0.000004,0.000654,0.000007,0.000004,61.755146,-31.976065,-4.303772,4.306204,0.220032,6.092147
300,150,50,0,0,0,0,0,0.000333,0,0,60.504688,-32.074352,0.847388,4.585888,-0.429379,4.683248
330,150,50,0,0,0,0,0,0.000125,0,0,82.806862,-32.554401,3.010928,4.656786,-0.243201,5.55072
360,150,50,0,0,0,0,0,0.000031,0,0,100.710938,-32.869907,7.003049,6.815818,-0.333189,9.77799
390,150,50,0,0,0,0,0,0.000056,0,0,116.551186,-33.65382,14.820083,8.543917,0.288147,17.108957
420,150,50,0,0,0,0,0,0.00034,0,0,117.6483,-33.987709,12.099562,6.698462,0.024146,13.830017
450,150,50,0,0,0,0,0,0.000349,0,0,87.9132,-34.641335,12.206999,7.057974,0.251559,14.102804
480,150,50,0,0,0,0,0,0.000393,0,0,108.178833,-34.460838,7.317022,2.792592,-0.292968,7.837296
0,180,50,0,0,0,0,0,0.000071,0,0,579.607117,-37.475487,12.435154,12.520057,-0.352045,17.649612
30,180,50,0,0,0,0,0,0.000252,0,0,553.943237,-35.993866,15.780371,21.089981,-0.046262,26.340263
60,180,50,0,0,0.000024,0,0.000001,0.000447,0.000024,0.000001,510.254242,-35.271515,11.060835,22.798367,0.06656,25.33993
90,180,50,0,0,0,0,0,0.000495,0,0,424.055847,-34.707542,4.638154,24.195353,-0.087332,24.636055
120,180,50,0,0,0,0,0.000001,0.000497,0,0.000001,338.931549,-33.881569,0.66894,22.940092,-0.059578,22.949921
150,180,50,0,0,0.000029,0,0.000004,0.000587,0.000029,0.000004,284.828369,-33.295307,-7.338311,20.495193,0.046496,21.769381
180,180,50,0,0,0.000046,0,0.000008,0.000633,0.000046,0.000008,191.116669,-32.633972,-14.831217,14.309583,0.0492,20.609016
210,180,50,0,0.000006,0.000097,0,0.00007,0.000686,0.000097,0.000076,90.644569,-31.927019,-16.946486,9.13214,0.133948,19.250904
240,180,50,0,0.000022,0.000142,0,0.000116,0.000782,0.000142,0.000138,-31.018738,-30.699234,-17.278767,-1.185448,0.309348,17.322147
270,180,50,0,0.000003,0.000007,0,0.000022,0.000717,0.000007,0.000025,-137.931854,-31.553059,-9.711455,-13.670793,-0.199764,16.770296
300,180,50,0,0,0,0,0.000008,0.0007,0,0.000008,-117.137024,-31.220161,0.59501,-8.686114,-0.117491,8.707263
330,180,50,0,0,0,0,0,0.000261,0,0,-32.082962,-31.676682,6.126798,3.576952,-0.196528,7.097244
360,180,50,0,0,0,0,0,0.000051,0,0,47.397392,-32.584438,11.611539,8.620326,-0.124051,14.462132
390,180,50,0,0,0,0,0,0.000139,0,0,96.953781,-33.441113,12.996475,7.524332,-0.200273,15.01879
420,180,50,0,0,0,0,0,0.000193,0,0,107.316254,-33.563908,12.752332,7.453144,-0.013426,14.77063
450,180,50,0,0,0,0,0,0.000217,0,0,111.073929,-33.995682,8.995215,5.989836,0.01566,10.807048
480,180,50,0,0,0,0,0,0.000318,0,0,114.777878,-34.470753,5.982645,4.451777,0.005752,7.457238
0,210,50,0,0,0,0,0,0.000098,0,0,604.095459,-36.633724,16.220085,12.509521,-0.125038,20.484015
30,210,50,0,0,0.000008,0,0,0.000407,0.000008,0,553.716064,-35.559784,16.708971,19.74589,0.018216,25.866777
60,210,50,0,0,0,0,0.000001,0.000468,0,0.000001,473.169525,-35.285419,9.695397,23.170906,-0.03523,25.11758
90,210,50,0,0,0,0,0,0.000433,0,0,392.554474,-34.428753,5.469563,20.558718,-0.04219,21.273899
120,210,50,0,0,0.000002,0,0,0.000561,0.000002,0,326.579071,-33.689159,-0.151827,19.048903,0.044438,19.049559
150,210,50,0,0.000005,0.000122,0,0.000078,0.000643,0.000122,0.000083,249.632233,-32.472767,-9.487628,19.226549,0.167267,21.440691
180,210,50,0,0,0,0,0,0.000612,0,0,162.891754,-31.196611,-7.58483,12.89851,0.09616,14.963638
210,210,50,0,0.000001,0.0001,0,0.000026,0.000873,0.0001,0.000027,-10.942238,-29.607256,-17.11459,12.721045,0.362791,21.327583
240,210,50,0,0.000001,0.000009,0,0.000008,0.00099,0.000009,0.000009,-267.604828,-27.451759,-19.126104,0.477099,0.372909,19.135689
270,210,50,0,0.000009,0,0,0.000092,0.001156,0,0.000101,-639.799622,-26.235306,-4.5825,-21.531408,1.088908,22.040565
300,210,50,0,0.000039,0.000049,0,0.000135,0.000906,0.000049,0.000175,-521.74939,-29.127506,16.417835,-22.676228,-0.481848,27.9998
330,210,50,0,0,0.000004,0,0,0.000681,0.000004,0,-159.803421,-31.442541,13.948742,-2.305625,-0.437327,14.144772
360,210,50,0,0,0,0,0,0.000101,0,0,6.813179,-32.423035,15.354239,6.829097,-0.578403,16.814392
390,210,50,0,0,0,0,0,0.000171,0,0,69.970879,-33.270435,13.128757,6.715079,-0.201009,14.747777
420,210,50,0,0,0,0,0,0.000171,0,0,109.692139,-32.991875,10.484257,7.819567,0.088968,13.079495
450,210,50,0,0,0,0,0,0.000239,0,0,119.433556,-34.013714,7.482411,5.829218,-0.128643,9.485927
480,210,50,0,0,0,0,0,0.000215,0,0,123.852081,-34.690723,2.730329,4.134083,0.095369,4.955243
0,240,50,0,0,0,0,0.000001,0.00017,0,0.000001,601.920044,-35.88142,19.59972,12.3713,-0.133547,23.177917
30,240,50,0,0,0.000035,0,0.000004,0.000477,0.000035,0.000004,509.036285,-35.139889,17.091213,20.066177,0.025205,26.358332
60,240,50,0,0,0.000015,0,0,0.000469,0.000015,0,443.872375,-35.318806,9.995276,18.977068,-0.014582,21.448423
90,240,50,0,0,0.000048,0,0.000002,0.000533,0.000048,0.000002,382.535278,-34.18726,5.168203,18.577925,0.041256,19.283447
120,240,50,0,0,0.000002,0,0.000007,0.00058,0.000002,0.000008,327.886292,-33.238552,-1.625897,18.688011,-0.074731,18.758755
150,240,50,0,0.000002,0.000143,0,0.000056,0.000681,0.000143,0.000058,265.763123,-31.934801,-5.429838,21.792307,0.247064,22.459938
180,240,50,0,0.000001,0.000094,0,0.000029,0.000706,0.000094,0.00003,129.775208,-31.605555,-9.149362,15.259033,0.261259,17.793739
210,240,50,0,0.000007,0.000071,0,0.000053,0.000765,0.000071,0.00006,-80.464989,-30.947557,-25.011263,17.577847,0.028876,30.570326
240,240,50,0,0.000027,0.000014,0,0.000213,0.001065,0.000015,0.00024,-494.783875,-27.855701,-41.01762,15.58445,0.69639,43.883999
270,240,50,0,0,0,0,0,0.000043,0,0,-1394.172485,-24.82629,-8.165883,-0.871965,0.593155,8.233699
300,240,50,0,0,0,0,0,0.000269,0,0,-1056.050293,-26.07618,18.161533,-4.176646,0.160569,18.636293
330,240,50,0,0,0,0,0.000001,0.000696,0,0.000001,-287.054382,-30.596676,21.904755,4.322267,0.053946,22.327185
360,240,50,0,0,0,0,0,0.000114,0,0,-28.217482,-32.362335,18.936481,9.787991,0.175474,21.317266
390,240,50,0,0,0,0,0,0.000183,0,0,65.484947,-32.580364,13.93102,8.954103,-0.068537,16.560616
420,240,50,0,0,0,0,0,0.00034,0,0,101.450813,-33.285534,7.039609,7.188412,0.094118,10.06172
450,240,50,0,0,0,0,0,0.000276,0,0,110.220245,-34.066498,4.86481,3.193774,-0.027263,5.819563
480,240,50,0,0,0,0,0,0.000338,0,0,130.156113,-34.207935,0.528748,3.41154,0.023802,3.452354
0,270,50,0,0,0,0,0,0.000284,0,0,611.657837,-35.389736,21.983665,11.125203,0.138787,24.638811
30,270,50,0,0,0.000026,0,0.000002,0.00045,0.000026,0.000002,491.571259,-35.674782,18.242168,15.739798,-0.017157,24.093946
60,270,50,0,0,0,0,0,0.000444,0,0,451.771179,-35.055641,13.443713,15.839952,0.095351,20.776106
90,270,50,0,0,0.000034,0,0.000004,0.00052,0.000034,0.000004,393.435059,-34.43819,5.266998,17.291046,-0.050522,18.075512
120,270,50,0,0,0.000074,0,0.000031,0.000645,0.000074,0.000031,341.597931,-32.406017,3.041217,14.738887,0.029587,15.049407
150,270,50,0,0,0.000013,0,0.00001,0.000658,0.000013,0.000011,277.642212,-32.253807,-1.113176,21.650667,-0.085999,21.679436
180,270,50,0,0,0.000008,0,0.000001,0.000643,0.000008,0.000001,132.054611,-32.30497,-8.632531,19.021494,0.063761,20.888798
210,270,50,0,0.000001,0.000022,0,0.000011,0.000695,0.000022,0.000012,-62.762394,-31.802828,-18.055443,21.347855,-0.12054,27.959694
240,270,50,0,0.000009,0.00014,0,0.000071,0.000865,0.00014,0.00008,-338.336975,-29.822502,-25.324287,27.968811,0.25113,37.731117
270,270,50,0.000029,0.000106,0,0,0.00009,0.001516,0.000029,0.000196,-829.844849,-26.301262,-9.849373,34.301243,0.383345,35.689388
300,270,50,0,0.000039,0.000031,0,0.000114,0.000907,0.000031,0.000153,-620.56189,-29.234734,15.311818,35.457771,0.064781,38.622654
330,270,50,0,0,0,0,0,0.000435,0,0,-174.76149,-30.387375,16.119799,14.9611,0.083289,21.992939
360,270,50,0,0,0,0,0,0.000184,0,0,-11.147087,-32.413544,17.827515,10.783293,0.008049,20.83506
390,270,50,0,0,0,0,0,0.000256,0,0,69.292534,-33.426964,12.848886,8.874206,-0.227327,15.617205
420,270,50,0,0,0,0,0,0.000235,0,0,105.904358,-33.16449,8.160514,6.280499,-0.136415,10.29841
450,270,50,0,0,0,0,0,0.000431,0,0,119.525002,-33.793045,3.53423,5.560901,0.032245,6.58904
480,270,50,0,0,0,0,0,0.000399,0,0,150.87355,-34.060257,-0.33165,2.534558,-0.043704,2.556538
0,300,50,0,0,0.000007,0,0.000006,0.000475,0.000007,0.000006,617.446838,-35.191238,23.760576,9.208211,0.301672,25.484253
30,300,50,0,0,0.000001,0,0,0.000454,0.000001,0,492.085388,-35.324928,20.056025,12.931179,0.002331,23.86335
60,300,50,0,0,0.000006,0,0.000001,0.000491,0.000006,0.000001,451.312988,-34.92485,14.443121,13.88324,-0.022724,20.033688
90,300,50,0,0,0.000087,0,0.00003,0.000552,0.000087,0.00003,416.477203,-33.849613,7.057925,15.320947,0.066467,16.868614
120,300,50,0,0,0.000103,0,0.000041,0.000639,0.000103,0.000042,376.185272,-32.494511,5.185397,13.876384,0.094718,14.81389
150,300,50,0,0,0,0,0,0.000564,0,0,303.615265,-32.21413,2.854613,17.315039,-0.081095,17.548958
180,300,50,0,0,0.000011,0,0,0.000624,0.000011,0,174.723938,-32.657211,-6.577778,17.45623,0.044841,18.654467
210,300,50,0,0,0,0,0,0.000234,0,0,62.915016,-32.206516,-11.812197,22.013262,-0.170285,24.982807
240,300,50,0,0,0,0,0.000004,0.000465,0,0.000004,-93.816368,-31.525665,-11.037286,25.216934,-0.072411,27.526728
270,300,50,0,0,0,0,0,0.000283,0,0,-188.872528,-31.006317,-4.740605,30.340174,-0.173516,30.708786
300,300,50,0,0,0,0,0,0.000192,0,0,-136.695694,-31.685211,3.402055,27.122761,-0.047883,27.335333
330,300,50,0,0,0,0,0,0.000079,0,0,-45.288162,-31.865622,9.14432,18.364376,0.098908,20.515327
360,300,50,0,0,0,0,0,0.000186,0,0,33.817276,-32.55851,9.829885,13.850884,-0.175942,16.985422
390,300,50,0,0,0.000016,0,0,0.000518,0.000016,0,67.365623,-33.953396,9.742374,7.635161,-0.030193,12.377821
420,300,50,0,0,0,0,0,0.000351,0,0,108.493668,-33.493149,7.050632,4.192286,-0.013078,8.202856
450,300,50,0,0,0,0,0,0.000511,0,0,132.499008,-33.794815,2.28949,2.097749,0.088058,3.106456
480,300,50,0,0,0,0,0,0.000396,0,0,167.370422,-33.731697,0.42147,0.220758,0.084093,0.483159
0,330,50,0,0,0.000011,0,0.000017,0.000474,0.000011,0.000017,602.776611,-35.201576,25.053013,7.928116,0.347302,26.279823
30,330,50,0,0,0.000001,0,0,0.000446,0.000001,0,506.237152,-35.456287,21.265318,10.136229,0.018471,23.557529
60,330,50,0,0,0.000064,0,0.000012,0.000505,0.000064,0.000012,462.485901,-34.642338,14.602393,12.284502,0.069158,19.082548
90,330,50,0,0,0.000047,0,0.000023,0.00057,0.000047,0.000023,438.31424,-33.529453,10.659629,12.092935,0.00154,16.120384
120,330,50,0,0,0,0,0,0.000567,0,0,395.382446,-33.000259,7.089035,11.841568,-0.186582,13.802607
150,330,50,0,0,0.000004,0,0.000004,0.000589,0.000004,0.000004,346.981689,-33.038765,3.402442,14.235364,0.088817,14.6366
180,330,50,0,0,0.000016,0,0,0.00061,0.000016,0,242.637863,-32.957489,-3.041181,13.711061,-0.003543,14.044288
210,330,50,0,0,0,0,0,0.000436,0,0,127.455383,-32.275841,-6.667508,17.381149,0.040818,18.616167
240,330,50,0,0,0,0,0,0.000283,0,0,69.106781,-32.803257,-7.642985,21.133364,0.250229,22.474361
270,330,50,0,0.00001,0.00013,0,0.000072,0.000628,0.00013,0.000082,11.357532,-32.774948,-2.312798,27.155632,0.44658,27.257603
300,330,50,0,0,0.000031,0,0.000002,0.000533,0.000031,0.000002,-7.206959,-32.957771,-0.775656,21.247341,0.349026,21.264359
330,330,50,0,0,0.000027,0,0.000001,0.000572,0.000027,0.000001,32.766197,-33.001137,-1.949357,16.711725,0.062821,16.825151
360,330,50,0,0,0,0,0,0.00018,0,0,83.177933,-33.463184,3.134437,11.67731,-0.042754,12.090744
390,330,50,0,0,0,0,0,0.000178,0,0,125.156601,-33.332455,3.941305,5.399199,0.036879,6.684803
420,330,50,0,0,0,0,0,0.000444,0,0,127.57016,-33.609459,3.907619,1.72293,0.013646,4.270616
450,330,50,0,0,0,0,0,0.0002,0,0,162.19046,-33.132397,-0.100984,-0.994858,0.014505,1.000075
480,330,50,0,0,0,0,0,0.000182,0,0,183.064728,-33.234779,-2.349471,-3.793308,0.007301,4.461978
0,360,50,0,0,0.000068,0,0.000061,0.000463,0.000068,0.000061,574.334412,-35.412247,25.830009,6.880052,0.578879,26.736858
30,360,50,0,0,0.000001,0,0,0.000452,0.000001,0,501.782684,-35.636856,21.915207,8.084502,-0.021289,23.35885
60,360,50,0,0,0,0,0,0.000396,0,0,479.591431,-34.534969,16.892189,8.922726,0.025536,19.103971
90,360,50,0,0,0,0,0,0.000529,0,0,473.311066,-33.968861,12.513144,9.015125,-0.011956,15.422432
120,360,50,0,0,0.000103,0,0.00002,0.000616,0.000103,0.00002,431.391541,-32.811005,9.258594,11.213207,0.233937,14.543463
150,360,50,0,0,0,0,0,0.000478,0,0,392.082367,-32.899784,6.053038,9.744127,-0.010187,11.471154
180,360,50,0,0,0,0,0.000001,0.000495,0,0.000001,321.789795,-33.30965,0.618906,10.935043,-0.082198,10.952852
210,360,50,0,0,0,0,0,0.000445,0,0,229.701706,-32.972515,-2.887663,13.104456,0.163754,13.419842
240,360,50,0,0,0.000026,0,0.000002,0.000591,0.000026,0.000002,173.836945,-33.321068,-3.544616,16.671148,-0.205894,17.045053
270,360,50,0,0,0,0,0.000007,0.000565,0,0.000007,154.461761,-32.72361,-1.661111,18.514038,-0.096376,18.588655
300,360,50,0,0,0,0,0,0.00048,0,0,103.905602,-32.998386,-3.060103,15.903522,-0.309242,16.198206
330,360,50,0,0,0,0,0,0.0005,0,0,110.217339,-33.103851,-1.36891,11.118735,-0.134065,11.203489
360,360,50,0,0,0,0,0,0.000368,0,0,131.97551,-33.119183,-3.069489,7.213177,-0.262848,7.843518
390,360,50,0,0,0,0,0,0.00029,0,0,145.94783,-33.335793,-1.495551,3.383042,0.108253,3.700454
420,360,50,0,0,0,0,0,0.000182,0,0,172.568558,-32.94598,0.317043,0.622379,0.016324,0.698669
450,360,50,0,0,0,0,0,0.000178,0,0,190.466309,-33.205513,-1.307419,-1.008395,0.056658,1.652094
480,360,50,0,0,0,0,0,0.000277,0,0,202.083191,-33.198494,-2.610704,-2.403989,-0.168989,3.552956
0,390,50,0,0.000032,0.000289,0,0.000249,0.000443,0.000289,0.000281,534.849365,-35.806141,25.65885,5.390647,0.708647,26.228569
30,390,50,0,0,0.000023,0,0,0.000457,0.000023,0,498.709869,-35.527134,22.733482,4.978504,0.005266,23.272232
60,390,50,0,0,0,0,0,0.000395,0,0,503.830994,-34.588367,18.809332,5.703804,-0.037023,19.65517
90,390,50,0,0,0.000041,0,0.000008,0.000548,0.000041,0.000008,485.483612,-33.888226,13.494089,6.123384,-0.020694,14.818459
120,390,50,0,0,0,0,0,0.000469,0,0,449.853577,-33.311344,10.836086,6.011645,-0.048527,12.392054
150,390,50,0,0,0,0,0,0.000537,0,0,432.310272,-32.987103,5.612131,5.969509,0.089603,8.193844
180,390,50,0,0,0,0,0,0.000515,0,0,383.29245,-33.466675,4.085419,6.301106,-0.0076,7.509637
210,390,50,0,0,0,0,0,0.000513,0,0,327.116302,-33.168884,1.260083,8.304296,-0.072944,8.39967
240,390,50,0,0,0,0,0,0.000499,0,0,244.135345,-33.325878,0.153791,11.285519,0.091907,11.286941
270,390,50,0,0,0.000018,0,0.000004,0.000568,0.000018,0.000004,207.477234,-33.270874,-0.962046,10.840418,-0.274683,10.886489
300,390,50,0,0.000051,0.000117,0,0.000165,0.000623,0.000117,0.000216,211.709778,-32.795219,-7.907489,14.696571,0.464748,16.695316
330,390,50,0,0,0.000032,0,0.000003,0.000578,0.000032,0.000003,163.697266,-33.281261,-1.246184,5.940479,0.042616,6.069933
360,390,50,0,0,0,0,0,0.000399,0,0,189.708282,-32.676369,-0.995484,3.250463,-0.151756,3.40287
390,390,50,0,0,0,0,0,0.000384,0,0,196.037933,-32.935066,-0.844867,3.98242,0.00543,4.071055
420,390,50,0,0,0,0,0,0.000393,0,0,204.360016,-33.197475,-3.407987,-0.273574,0.162772,3.422822
450,390,50,0,0,0,0,0,0.00033,0,0,212.344635,-32.982323,-3.621762,-2.297558,-0.048306,4.28932
480,390,50,0,0,0,0,0,0.000426,0,0,211.171982,-33.310669,-4.847867,-3.987978,-0.139253,6.278947
0,420,50,0,0.000113,0.000472,0,0.000392,0.000425,0.000472,0.000505,496.062622,-36.186306,24.51129,3.572915,0.654123,24.778961
30,420,50,0,0,0.000044,0,0.000007,0.000446,0.000044,0.000007,510.890106,-35.748478,21.193157,1.201384,0.102814,21.22743
60,420,50,0,0,0,0,0,0.000471,0,0,526.393433,-34.762943,18.859367,-0.230975,-0.091059,18.861002
90,420,50,0,0,0,0,0,0.000444,0,0,502.863068,-34.008263,14.007565,-0.170814,-0.06444,14.008754
120,420,50,0,0,0.00004,0,0.000005,0.000577,0.00004,0.000005,487.849396,-33.363686,8.951324,0.816012,0.048875,8.988575
150,420,50,0,0,0,0,0,0.000539,0,0,454.302429,-33.124222,8.285246,0.289804,-0.130551,8.291341
180,420,50,0,0,0,0,0.00001,0.000593,0,0.00001,422.305481,-32.755039,6.174117,2.033161,-0.178586,6.502719
210,420,50,0,0,0,0,0,0.000447,0,0,370.544373,-32.954971,2.793937,0.555205,0.157442,2.852915
240,420,50,0,0,0,0,0,0.000468,0,0,333.117249,-33.054764,2.173795,2.247557,0.177099,3.131814
270,420,50,0,0,0,0,0,0.000508,0,0,296.181183,-33.390663,1.80436,3.31476,0.032749,3.774178
300,420,50,0,0,0,0,0,0.000433,0,0,256.741913,-33.453857,1.899806,2.135109,-0.142002,2.861489
330,420,50,0,0,0,0,0,0.000515,0,0,238.631485,-32.971008,-1.300806,-3.238588,-0.143702,3.493022
360,420,50,0,0,0,0,0,0.000376,0,0,221.234299,-33.402836,-1.301613,-1.306076,-0.046095,1.844494
390,420,50,0,0,0,0,0,0.000268,0,0,199.725739,-32.631313,-3.084691,-4.884373,-0.034353,5.776989
420,420,50,0,0,0,0,0,0.000288,0,0,218.965424,-32.897106,-6.84702,-7.936887,0.094871,10.482598
450,420,50,0,0,0,0,0,0.000346,0,0,217.449768,-33.190472,-6.350511,-8.929123,-0.043956,10.957196
480,420,50,0,0,0,0,0,0.00033,0,0,221.366226,-33.326283,-5.703197,-6.999195,-0.012517,9.028584
0,450,50,0,0.000088,0.000492,0,0.000364,0.000411,0.000492,0.000452,485.608002,-36.493843,22.516605,1.990247,0.532679,22.61067
30,450,50,0,0,0.000005,0,0,0.000435,0.000005,0,524.420776,-35.970081,19.645802,-1.831679,0.066103,19.731115
60,450,50,0,0,0.000018,0,0,0.000471,0.000018,0,528.655396,-35.232803,16.751144,-3.65872,0.030754,17.146078
90,450,50,0,0,0,0,0,0.000453,0,0,511.329315,-34.375145,13.622428,-5.032572,-0.134331,14.522925
120,450,50,0,0,0,0,0,0.000519,0,0,500.919983,-33.82716,9.570964,-4.961925,0.127971,10.781486
150,450,50,0,0,0,0,0,0.000446,0,0,474.681427,-33.453278,5.90917,-5.814217,0.120744,8.290837
180,450,50,0,0,0,0,0,0.000454,0,0,449.604828,-33.457226,1.992974,-5.816736,-0.083657,6.149257
210,450,50,0,0,0,0,0,0.000346,0,0,405.16803,-33.021,1.231176,-7.423506,0.124074,7.525931
240,450,50,0,0,0.000006,0,0.000001,0.000529,0.000006,0.000001,361.011536,-33.17292,0.693979,-7.577696,0.102088,7.610092
270,450,50,0,0,0,0,0,0.000431,0,0,340.059235,-32.849102,-0.250072,-7.699471,-0.269094,7.708229
300,450,50,0,0,0,0,0,0.000434,0,0,326.610077,-33.183369,-0.484876,-8.563442,0.060782,8.577374
330,450,50,0,0,0,0,0,0.000427,0,0,304.323517,-33.227596,-1.059226,-9.615855,-0.175486,9.67561
360,450,50,0,0,0,0,0,0.000553,0,0,282.13382,-33.310905,-2.400757,-10.282805,-0.040294,10.55942
390,450,50,0,0,0.000001,0,0.000002,0.00053,0.000001,0.000002,274.4758,-33.645981,-2.574507,-10.829347,-0.193018,11.132838
420,450,50,0,0,0.000043,0,0.000004,0.000541,0.000043,0.000004,261.885559,-34.079334,-3.590389,-10.654369,-0.086376,11.243396
450,450,50,0,0,0,0,0,0.000381,0,0,259.70166,-33.442703,-4.958992,-11.973932,-0.046555,12.960279
480,450,50,0,0,0,0,0,0.000363,0,0,249.794662,-33.524639,-2.129426,-11.014332,0.021732,11.218307
0,480,50,0,0.000047,0.000458,0,0.000298,0.000402,0.000458,0.000346,500.957428,-36.688324,20.082325,0.469746,0.477795,20.0935
30,480,50,0,0,0.000031,0,0.000001,0.000412,0.000031,0.000001,536.025085,-36.459866,17.977499,-2.099463,0.02137,18.099688
60,480,50,0,0,0,0,0,0.000422,0,0,538.894714,-35.395966,14.597833,-6.371201,-0.035125,15.927654
90,480,50,0,0,0,0,0,0.000434,0,0,529.659607,-34.886143,10.877464,-7.580423,-0.039037,13.25834
120,480,50,0,0,0,0,0,0.00038,0,0,521.58252,-34.152164,7.498437,-9.51096,0.052384,12.111467
150,480,50,0,0,0,0,0,0.000329,0,0,498.158936,-33.870796,3.137951,-11.040613,-0.021754,11.477907
180,480,50,0,0,0,0,0,0.000268,0,0,470.493225,-33.620548,-0.357555,-12.69765,0.082568,12.702952
210,480,50,0,0,0,0,0,0.000213,0,0,423.450104,-33.426865,-2.421322,-13.439638,0.007414,13.656014
240,480,50,0,0,0,0,0,0.000225,0,0,387.929474,-32.917431,-2.718663,-14.426296,-0.126556,14.680776
270,480,50,0,0,0,0,0,0.000227,0,0,356.148224,-33.023857,-2.89459,-14.472299,-0.149387,14.759688
300,480,50,0,0,0,0,0,0.000194,0,0,339.141418,-33.419102,-2.825514,-13.970493,-0.04366,14.253425
330,480,50,0,0,0,0,0,0.000294,0,0,335.790497,-33.678654,-2.834166,-14.331626,-0.035513,14.609219
360,480,50,0,0,0,0,0,0.000325,0,0,328.684357,-34.053062,-4.440017,-14.497629,0.086585,15.162536
390,480,50,0,0,0,0,0,0.000466,0,0,314.170227,-34.303875,-4.11966,-13.359426,0.025486,13.980219
420,480,50,0,0,0,0,0.000001,0.000466,0,0.000001,295.71637,-34.641621,-2.634495,-12.698786,0.03812,12.969239
450,480,50,0,0,0,0,0.000003,0.00047,0,0.000003,283.78302,-34.600658,-1.49786,-12.166111,-0.095259,12.258341
480,480,50,0,0,0,0,0.000003,0.000485,0,0.000003,277.621094,-34.879902,-0.33359,-11.485478,0.002262,11.490322
0,0,60,0,0,0,0,0,0.00002,0,0,327.145508,-49.814209,6.380813,10.890226,0.02141,12.621896
30,0,60,0,0,0,0,0,0.000017,0,0,321.30658,-49.761463,5.381382,11.248605,0.06848,12.469767
60,0,60,0,0,0,0,0,0.000011,0,0,308.392517,-49.579601,4.657793,11.618881,-0.033798,12.517771
90,0,60,0,0,0,0,0,0.000008,0,0,295.83374,-49.336903,4.479131,12.009352,-0.010227,12.817459
120,0,60,0,0,0,0,0,0.00001,0,0,280.429626,-49.22567,4.499501,11.960558,-0.050238,12.779005
150,0,60,0,0,0,0,0,0.00001,0,0,277.834503,-49.152744,4.775473,11.038143,0.048661,12.026975
180,0,60,0,0,0,0,0,0.000009,0,0,275.127502,-49.002125,5.600422,9.468615,0.043413,11.000967
210,0,60,0,0,0,0,0,0.000009,0,0,263.863098,-48.843178,6.833195,7.419168,0.092329,10.086879
240,0,60,0,0,0,0,0,0.000007,0,0,246.869171,-48.757999,8.014732,5.358251,0.091044,9.641321
270,0,60,0,0,0,0,0,0.000007,0,0,230.743134,-48.755028,9.283119,3.326866,0.119067,9.861973
300,0,60,0,0,0,0,0,0.000007,0,0,205.883194,-48.783504,9.828471,1.469566,0.118687,9.938438
330,0,60,0,0,0,0,0,0.000008,0,0,166.804749,-48.880226,10.30142,-0.292345,0.130159,10.30639
360,0,60,0,0,0,0,0,0.000009,0,0,137.641907,-48.884689,10.777225,-1.891273,0.033944,10.941968
390,0,60,0,0,0,0,0,0.000012,0,0,108.334229,-48.868034,11.025165,-3.339615,0.106938,11.52036
420,0,60,0,0,0,0,0,0.000013,0,0,97.99765,-48.845963,10.776112,-4.769846,0.066377,11.784754
